,CMC,Name,Rarity,Type_x,Card Kingdom ($),TCGPlayer ($),Face to Face ($),Cardmarket (€),Cardhoarder (Event Ticket - TIX),Salt,Decks,Inclusion,Mana Cost,Text,Stats,URL
16,3.0,Professional Face-Breaker,R,Creature,6.99,4.82,7.0,3.53,0.03,0.5,125422.0,7.9,{2}{R},"MenaceWhenever one or more creatures you control deal combat damage to a player, create a Treasure token.Sacrifice a Treasure: Exile the top card of your library. You may play that card this turn.",2/3,https://scryfall.com/card/j22/581/professional-face-breaker
17,5.0,Mana Geyser,C,Sorcery,2.49,1.59,2.2,0.74,0.03,0.69,120842.0,7.6,{3}{R}{R},Add{R}for each tapped land your opponents control.,,https://scryfall.com/card/scd/151/mana-geyser
18,4.0,Big Score,C,Instant,1.29,1.16,0.73,1.48,0.03,0.11,120386.0,7.5,{3}{R},"As an additional cost to cast this spell, discard a card.Draw two cards and create two Treasure tokens.(They’re artifacts with “{T}, Sacrifice this artifact: Add one mana of any color.”)",,https://scryfall.com/card/j22/498/big-score
19,1.0,Red Elemental Blast,U,Instant,2.49,1.0,2.2,2.58,4.92,0.46,114627.0,7.2,{R},Choose one —• Counter target blue spell.• Destroy target blue permanent.,,https://scryfall.com/card/30a/165/red-elemental-blast
20,2.0,Goblin Bombardment,R,Enchantment,0.79,0.82,0.73,0.46,0.02,0.55,113898.0,7.1,{1}{R},Sacrifice a creature: Goblin Bombardment deals 1 damage to any target.,,https://scryfall.com/card/wot/43/goblin-bombardment
21,3.0,Imperial Recruiter,M,Creature,6.99,5.17,7.0,4.74,0.27,0.65,112946.0,7.1,{2}{R},"When Imperial Recruiter enters the battlefield, search your library for a creature card with power 2 or less, reveal it, put it into your hand, then shuffle.",1/1,https://scryfall.com/card/mh2/281/imperial-recruiter
22,2.0,Underworld Breach,R,Enchantment,9.49,8.48,8.84,10.21,0.49,1.39,107448.0,6.7,{1}{R},"Each nonland card in your graveyard has escape. The escape cost is equal to the card’s mana cost plus exile three other cards from your graveyard.(You may cast cards from your graveyard for their escape cost.)At the beginning of the end step, sacrifice Underworld Breach.",,https://scryfall.com/card/spg/9/underworld-breach
23,1.0,"Ragavan, Nimble Pilferer",M,Creature,47.99,40.22,44.22,41.45,12.14,1.58,107242.0,6.7,{R},"Whenever Ragavan, Nimble Pilferer deals combat damage to a player, create a Treasure token and exile the top card of that player’s library. Until end of turn, you may cast that card.Dash{1}{R}(You may cast this spell for its dash cost. If you do, it gains haste, and it’s returned from the battlefield to its owner’s hand at the beginning of the next end step.)",2/1,https://scryfall.com/card/mul/21/ragavan-nimble-pilferer
24,1.0,Pyroblast,U,Instant,4.99,2.86,2.57,0.9,5.79,0.43,106643.0,6.7,{R},Choose one —• Counter target spell if it’s blue.• Destroy target permanent if it’s blue.,,https://scryfall.com/card/pw23/8/pyroblast
25,3.0,"Birgi, God of Storytelling",R,Creature,12.99,11.13,,,0.25,0.86,105388.0,6.6,{2}{R},"Whenever you cast a spell, add{R}. Until end of turn, you don’t lose this mana as steps and phases end.Creatures you control can boast twice during each of your turns rather than once.",3/3,https://scryfall.com/card/khm/123/birgi-god-of-storytelling-harnfel-horn-of-bounty
26,5.0,Goldspan Dragon,M,Creature,17.99,11.62,18.42,10.49,1.62,0.89,104979.0,6.6,{3}{R}{R},"Flying, hasteWhenever Goldspan Dragon attacks or becomes the target of a spell, create a Treasure token.Treasures you control have “{T}, Sacrifice this artifact: Add two mana of any one color.”",4/4,https://scryfall.com/card/j22/550/goldspan-dragon
27,2.0,Tibalt's Trickery,R,Instant,5.99,5.79,5.52,3.14,0.02,0.72,104635.0,6.6,{1}{R},"Counter target spell. Choose 1, 2, or 3 at random. Its controller mills that many cards, then exiles cards from the top of their library until they exile a nonland card with a different name than that spell. They may cast that card without paying its mana cost. Then they put the exiled cards on the bottom of their library in a random order.",,https://scryfall.com/card/khm/153/tibalts-trickery
28,4.0,Unexpected Windfall,C,Instant,2.29,2.07,2.2,0.76,0.03,0.13,103823.0,6.5,{2}{R}{R},"As an additional cost to cast this spell, discard a card.Draw two cards and create two Treasure tokens.(They’re artifacts with “{T}, Sacrifice this artifact: Add one mana of any color.”)",,https://scryfall.com/card/hbg/192/unexpected-windfall
29,4.0,Anger,U,Creature,5.49,3.35,6.26,0.98,0.07,0.42,102479.0,6.4,{3}{R},"HasteAs long as Anger is in your graveyard and you control a Mountain, creatures you control have haste.",2/2,https://scryfall.com/card/ltc/210/anger
30,3.0,Guttersnipe,C,Creature,0.35,0.15,0.11,0.09,0.03,0.48,102387.0,6.4,{2}{R},"Whenever you cast an instant or sorcery spell, Guttersnipe deals 2 damage to each opponent.",2/2,https://scryfall.com/card/cmm/229/guttersnipe
31,3.0,Seething Song,C,Instant,2.79,1.9,2.94,0.3,0.03,0.38,97587.0,6.1,{2}{R},Add{R}{R}{R}{R}{R}.,,https://scryfall.com/card/c21/179/seething-song
32,6.0,Warstorm Surge,R,Enchantment,0.79,0.41,0.73,0.24,0.02,0.58,95801.0,6.0,{5}{R},"Whenever a creature enters the battlefield under your control, it deals damage equal to its power to any target.",,https://scryfall.com/card/40k/209/warstorm-surge
33,7.0,"Etali, Primal Conqueror",R,Creature,17.99,20.0,,,0.28,1.34,42877.0,6.0,{5}{R}{R},"TrampleWhen Etali, Primal Conqueror enters the battlefield, each player exiles cards from the top of their library until they exile a nonland card. You may cast any number of spells from among the nonland cards exiled this way without paying their mana costs.{9}{G/P}: Transform Etali. Activate only as a sorcery.",7/7,https://scryfall.com/card/mom/137/etali-primal-conqueror-etali-primal-sickness
34,3.0,Dualcaster Mage,R,Creature,0.79,0.44,0.73,0.3,0.53,0.5,91932.0,5.8,{1}{R}{R},"FlashWhen Dualcaster Mage enters the battlefield, copy target instant or sorcery spell. You may choose new targets for the copy.",2/2,https://scryfall.com/card/c21/165/dualcaster-mage
35,4.0,Chain Reaction,R,Sorcery,0.49,0.21,0.26,0.16,0.02,0.28,90421.0,5.7,{2}{R}{R},"Chain Reaction deals X damage to each creature, where X is the number of creatures on the battlefield.",,https://scryfall.com/card/onc/97/chain-reaction
36,5.0,Terror of the Peaks,M,Creature,42.99,31.43,36.85,31.64,2.61,1.08,87860.0,5.5,{3}{R}{R},"FlyingSpells your opponents cast that target Terror of the Peaks cost an additional 3 life to cast.Whenever another creature enters the battlefield under your control, Terror of the Peaks deals damage equal to that creature’s power to any target.",5/4,https://scryfall.com/card/m21/164/terror-of-the-peaks
37,3.0,Wheel of Fortune,R,Sorcery,279.99,257.56,147.43,0.02,2.16,1.16,87835.0,5.5,{2}{R},"Each player discards their hand, then draws seven cards.",,https://scryfall.com/card/30a/179/wheel-of-fortune
38,3.0,Wheel of Misfortune,R,Sorcery,3.99,4.1,3.68,3.44,5.89,0.73,86134.0,5.4,{2}{R},"Each player secretly chooses a number 0 or greater, then all players reveal those numbers simultaneously and determine the highest and lowest numbers revealed this way. Wheel of Misfortune deals damage equal to the highest number to each player who chose that number. Each player who didn’t choose the lowest number discards their hand, then draws seven cards.",,https://scryfall.com/card/cmr/211/wheel-of-misfortune
39,3.0,"Krenko, Tin Street Kingpin",R,Creature,0.99,0.46,1.47,0.45,0.02,0.34,84026.0,5.3,{2}{R},"Whenever Krenko, Tin Street Kingpin attacks, put a +1/+1 counter on it, then create a number of 1/1 red Goblin creature tokens equal to Krenko’s power.",1/2,https://scryfall.com/card/moc/287/krenko-tin-street-kingpin
40,4.0,"Purphoros, God of the Forge",M,Creature,13.99,11.05,14.0,11.8,0.26,1.11,80231.0,5.0,{3}{R},"IndestructibleAs long as your devotion to red is less than five, Purphoros isn’t a creature.Whenever another creature enters the battlefield under your control, Purphoros deals 2 damage to each opponent.{2}{R}: Creatures you control get +1/+0 until end of turn.",6/5,https://scryfall.com/card/cmm/246/purphoros-god-of-the-forge
41,3.0,Simian Spirit Guide,C,Creature,1.29,0.85,1.1,0.33,0.03,0.35,78891.0,4.9,{2}{R},Exile Simian Spirit Guide from your hand: Add{R}.,2/2,https://scryfall.com/card/tsr/190/simian-spirit-guide
42,2.0,Young Pyromancer,U,Creature,0.49,0.27,0.73,0.22,0.03,0.22,76919.0,4.8,{1}{R},"Whenever you cast an instant or sorcery spell, create a 1/1 red Elemental creature token.",2/1,https://scryfall.com/card/j22/626/young-pyromancer
43,6.0,Hellkite Tyrant,M,Creature,11.99,9.15,11.05,8.82,0.09,1.13,74680.0,4.7,{4}{R}{R},"Flying, trampleWhenever Hellkite Tyrant deals combat damage to a player, gain control of all artifacts that player controls.At the beginning of your upkeep, if you control twenty or more artifacts, you win the game.",6/5,https://scryfall.com/card/c21/172/hellkite-tyrant
44,4.0,"Torbran, Thane of Red Fell",R,Creature,2.49,1.69,2.2,0.55,0.02,0.6,73141.0,4.6,{1}{R}{R}{R},"If a red source you control would deal damage to an opponent or a permanent an opponent controls, it deals that much damage plus 2 instead.",2/4,https://scryfall.com/card/sld/463/torbran-thane-of-red-fell
45,2.0,Cathartic Reunion,C,Sorcery,0.35,0.1,0.11,0.1,0.03,0.08,73003.0,4.6,{1}{R},"As an additional cost to cast this spell, discard two cards.Draw three cards.",,https://scryfall.com/card/klr/116/cathartic-reunion
46,2.0,Reckless Fireweaver,C,Creature,0.69,0.54,0.55,0.39,0.03,0.34,72402.0,4.5,{1}{R},"Whenever an artifact enters the battlefield under your control, Reckless Fireweaver deals 1 damage to each opponent.",1/3,https://scryfall.com/card/j22/587/reckless-fireweaver
47,3.0,Magus of the Wheel,R,Creature,0.69,0.43,0.55,0.33,0.6,0.53,69507.0,4.4,{2}{R},"{1}{R},{T}, Sacrifice Magus of the Wheel: Each player discards their hand, then draws seven cards.",3/3,https://scryfall.com/card/cmm/241/magus-of-the-wheel
48,5.0,"Kiki-Jiki, Mirror Breaker",M,Creature,8.49,7.83,8.84,5.04,0.03,1.29,69368.0,4.3,{2}{R}{R}{R},"Haste{T}: Create a token that’s a copy of target nonlegendary creature you control, except it has haste. Sacrifice it at the beginning of the next end step.",2/2,https://scryfall.com/card/j22/79/kiki-jiki-mirror-breaker
49,2.0,Goblin Engineer,R,Creature,4.99,4.97,4.05,3.34,0.21,0.48,67899.0,4.3,{1}{R},"When Goblin Engineer enters the battlefield, you may search your library for an artifact card, put it into your graveyard, then shuffle.{R},{T}, Sacrifice an artifact: Return target artifact card with mana value 3 or less from your graveyard to the battlefield.",1/2,https://scryfall.com/card/j21/458/goblin-engineer
50,3.0,Cursed Mirror,R,Artifact,1.99,0.81,1.1,0.94,10.28,0.25,67897.0,4.3,{2}{R},"{T}: Add{R}.As Cursed Mirror enters the battlefield, you may have it become a copy of any creature on the battlefield until end of turn, except it has haste.",,https://scryfall.com/card/who/226/cursed-mirror
51,6.0,Ancient Copper Dragon,M,Creature,69.99,52.71,58.97,47.51,4.69,1.27,65347.0,4.1,{4}{R}{R},"FlyingWhenever Ancient Copper Dragon deals combat damage to a player, roll a d20. You create a number of Treasure tokens equal to the result.",6/5,https://scryfall.com/card/hbg/174/ancient-copper-dragon
52,2.0,Harmonic Prodigy,R,Creature,1.49,1.69,1.47,0.76,0.02,0.36,65346.0,4.1,{1}{R},"Prowess(Whenever you cast a noncreature spell, this creature gets +1/+1 until end of turn.)If an ability of a Shaman or another Wizard you control triggers, that ability triggers an additional time.",1/3,https://scryfall.com/card/j21/466/harmonic-prodigy
53,3.0,"Alesha, Who Smiles at Death",R,Creature,0.35,0.1,0.26,0.12,0.02,0.33,15391.0,4.0,{2}{R},"First strikeWhenever Alesha, Who Smiles at Death attacks, you may pay{W/B}{W/B}. If you do, return target creature card with power 2 or less from your graveyard to the battlefield tapped and attacking.",3/2,https://scryfall.com/card/dmc/118/alesha-who-smiles-at-death
54,2.0,Dragon Tempest,U,Enchantment,5.99,3.74,5.52,3.94,0.02,0.53,64454.0,4.0,{1}{R},"Whenever a creature with flying enters the battlefield under your control, it gains haste until end of turn.Whenever a Dragon enters the battlefield under your control, it deals X damage to any target, where X is the number of Dragons you control.",,https://scryfall.com/card/scd/133/dragon-tempest
55,2.0,Shatterskull Smashing,M,Sorcery,8.99,6.46,,,5.58,0.18,64452.0,4.0,{X}{R}{R},"Shatterskull Smashing deals X damage divided as you choose among up to two target creatures and/or planeswalkers. If X is 6 or more, Shatterskull Smashing deals twice X damage divided as you choose among them instead.",,https://scryfall.com/card/znr/161/shatterskull-smashing-shatterskull-the-hammer-pass
56,3.0,Feldon of the Third Path,M,Creature,0.99,0.33,1.1,0.33,1.31,0.27,64122.0,4.0,{1}{R}{R},"{2}{R},{T}: Create a token that’s a copy of target creature card in your graveyard, except it’s an artifact in addition to its other types. It gains haste. Sacrifice it at the beginning of the next end step.",2/3,https://scryfall.com/card/moc/277/feldon-of-the-third-path
57,1.0,Curse of Opulence,U,Enchantment,2.49,1.24,2.94,1.35,0.02,0.54,64031.0,4.0,{R},"Enchant playerWhenever enchanted player is attacked, create a Gold token. Each opponent attacking that player does the same.(A Gold token is an artifact with “Sacrifice this artifact: Add one mana of any color.”)",,https://scryfall.com/card/moc/274/curse-of-opulence
58,3.0,Xorn,R,Creature,4.49,2.37,4.42,2.61,0.02,0.58,63545.0,4.0,{2}{R},"If you would create one or more Treasure tokens, instead create those tokens plus an additional Treasure token.",3/2,https://scryfall.com/card/afr/167/xorn
59,5.0,Brash Taunter,R,Creature,2.99,2.11,0.73,0.84,0.02,0.49,63259.0,4.0,{4}{R},"IndestructibleWhenever Brash Taunter is dealt damage, it deals that much damage to target opponent.{2}{R},{T}: Brash Taunter fights another target creature.",1/1,https://scryfall.com/card/scd/125/brash-taunter
60,5.0,Chandra's Ignition,R,Sorcery,4.49,4.39,5.15,2.22,0.02,0.41,62634.0,3.9,{3}{R}{R},Target creature you control deals damage equal to its power to each other creature and each opponent.,,https://scryfall.com/card/lcc/220/chandras-ignition
61,2.0,Grapeshot,C,Sorcery,0.35,0.11,0.11,0.1,0.03,0.58,62561.0,3.9,{1}{R},"Grapeshot deals 1 damage to any target.Storm(When you cast this spell, copy it for each spell cast before it this turn. You may choose new targets for the copies.)",,https://scryfall.com/card/dmr/125/grapeshot
62,2.0,Comet Storm,M,Instant,0.99,0.7,0.73,0.39,0.02,0.26,62259.0,3.9,{X}{R}{R},"Multikicker{1}(You may pay an additional{1}any number of times as you cast this spell.)Choose any target, then choose another target for each time this spell was kicked. Comet Storm deals X damage to each of them.",,https://scryfall.com/card/cmr/411/comet-storm
63,7.0,"Drakuseth, Maw of Flames",R,Creature,0.99,0.51,1.1,0.39,0.02,0.31,61365.0,3.8,{4}{R}{R}{R},"FlyingWhenever Drakuseth, Maw of Flames attacks, it deals 4 damage to any target and 3 damage to each of up to two other targets.",7/7,https://scryfall.com/card/cmm/218/drakuseth-maw-of-flames
64,2.0,Tormenting Voice,C,Sorcery,0.35,0.05,0.11,0.06,0.03,0.05,60947.0,3.8,{1}{R},"As an additional cost to cast this spell, discard a card.Draw two cards.",,https://scryfall.com/card/sir/181/tormenting-voice
65,7.0,Brass's Bounty,R,Sorcery,0.99,0.48,1.1,0.48,0.02,0.38,60780.0,3.8,{6}{R},"For each land you control, create a Treasure token.(It’s an artifact with “{T}, Sacrifice this artifact: Add one mana of any color.”)",,https://scryfall.com/card/moc/272/brasss-bounty
66,6.0,"Moraug, Fury of Akoum",M,Creature,8.49,6.37,8.1,3.0,0.23,0.76,57966.0,3.6,{4}{R}{R},"Each creature you control gets +1/+0 for each time it has attacked this turn.Landfall— Whenever a land enters the battlefield under your control, if it’s your main phase, there’s an additional combat phase after this phase. At the beginning of that combat, untap all creatures you control.",6/6,https://scryfall.com/card/pl21/1/moraug-fury-of-akoum
67,6.0,Fiery Emancipation,M,Enchantment,3.49,4.98,3.68,1.98,0.02,0.87,57738.0,3.6,{3}{R}{R}{R},"If a source you control would deal damage to a permanent or player, it deals triple that damage to that permanent or player instead.",,https://scryfall.com/card/wot/42/fiery-emancipation
68,3.0,Shared Animosity,R,Enchantment,0.49,0.42,0.55,0.37,0.02,0.41,57253.0,3.6,{2}{R},"Whenever a creature you control attacks, it gets +1/+0 until end of turn for each other attacking creature that shares a creature type with it.",,https://scryfall.com/card/lcc/231/shared-animosity
69,2.0,Loyal Apprentice,U,Creature,0.49,0.19,0.18,0.21,0.04,0.12,57238.0,3.6,{1}{R},"HasteLieutenant— At the beginning of combat on your turn, if you control your commander, create a 1/1 colorless Thopter artifact creature token with flying. That token gains haste until end of turn.",2/1,https://scryfall.com/card/cmm/240/loyal-apprentice
70,3.0,Seize the Spoils,C,Sorcery,0.79,0.15,0.73,0.11,0.03,0.08,57168.0,3.6,{2}{R},"As an additional cost to cast this spell, discard a card.Draw two cards and create a Treasure token.(It’s an artifact with “{T}, Sacrifice this artifact: Add one mana of any color.”)",,https://scryfall.com/card/gn3/86/seize-the-spoils
71,4.0,Relentless Assault,R,Sorcery,3.49,2.07,3.68,1.0,0.02,0.63,57058.0,3.6,{2}{R}{R},"Untap all creatures that attacked this turn. After this main phase, there is an additional combat phase followed by an additional main phase.",,https://scryfall.com/card/cmr/416/relentless-assault
72,3.0,Blood Moon,R,Enchantment,7.99,5.93,8.84,7.15,2.07,2.0,55290.0,3.5,{2}{R},Nonbasic lands are Mountains.,,https://scryfall.com/card/wot/40/blood-moon
73,3.0,Taurean Mauler,R,Creature,1.49,1.01,1.1,0.44,0.02,0.28,54059.0,3.4,{2}{R},"Changeling(This card is every creature type.)Whenever an opponent casts a spell, you may put a +1/+1 counter on Taurean Mauler.",2/2,https://scryfall.com/card/nec/111/taurean-mauler
74,1.0,Goblin Welder,R,Creature,14.99,9.65,15.47,12.02,3.44,0.57,53952.0,3.4,{R},"{T}: Choose target artifact a player controls and target artifact card in that player’s graveyard. If both targets are still legal as this ability resolves, that player simultaneously sacrifices the artifact and returns the artifact card to the battlefield.",1/1,https://scryfall.com/card/cm2/101/goblin-welder
75,3.0,Dragonspeaker Shaman,U,Creature,1.49,0.85,0.73,0.47,0.04,0.24,53798.0,3.4,{1}{R}{R},Dragon spells you cast cost{2}less to cast.,2/2,https://scryfall.com/card/scd/137/dragonspeaker-shaman
76,2.0,Twinflame,R,Sorcery,2.99,2.69,2.94,1.4,0.02,0.4,53480.0,3.3,{1}{R},"Strive— This spell costs{2}{R}more to cast for each target beyond the first.Choose any number of target creatures you control. For each of them, create a token that’s a copy of that creature, except it has haste. Exile those tokens at the beginning of the next end step.",,https://scryfall.com/card/2x2/129/twinflame
77,4.0,"Chandra, Torch of Defiance",M,Planeswalker,2.79,1.46,2.94,1.69,0.22,0.32,53198.0,3.3,{2}{R}{R},"+1: Exile the top card of your library. You may cast that card. If you don’t, Chandra, Torch of Defiance deals 2 damage to each opponent.+1: Add{R}{R}.−3: Chandra, Torch of Defiance deals 4 damage to target creature.−7: You get an emblem with “Whenever you cast a spell, this emblem deals 5 damage to any target.”",Loyalty: 4,https://scryfall.com/card/cmm/876/chandra-torch-of-defiance
78,2.0,Reverberate,R,Instant,1.99,1.03,2.2,1.27,0.02,0.28,53096.0,3.3,{R}{R},Copy target instant or sorcery spell. You may choose new targets for the copy.,,https://scryfall.com/card/40k/207/reverberate
79,4.0,Disrupt Decorum,R,Sorcery,0.99,0.58,0.73,0.36,1.5,0.71,52945.0,3.3,{2}{R}{R},"Goad all creatures you don’t control.(Until your next turn, those creatures attack each combat if able and attack a player other than you if able.)",,https://scryfall.com/card/cmm/215/disrupt-decorum
80,4.0,"Atsushi, the Blazing Sky",M,Creature,5.49,4.25,5.52,1.41,0.09,0.19,52657.0,3.3,{2}{R}{R},"Flying, trampleWhen Atsushi, the Blazing Sky dies, choose one —• Exile the top two cards of your library. Until the end of your next turn, you may play those cards.• Create three Treasure tokens.",4/4,https://scryfall.com/card/pw22/3/atsushi-the-blazing-sky
81,6.0,"Lathliss, Dragon Queen",R,Creature,3.99,3.05,2.2,3.69,0.02,0.35,52498.0,3.3,{4}{R}{R},"FlyingWhenever another nontoken Dragon enters the battlefield under your control, create a 5/5 red Dragon creature token with flying.{1}{R}: Dragons you control get +1/+0 until end of turn.",6/6,https://scryfall.com/card/j22/566/lathliss-dragon-queen
82,4.0,Bolt Bend,U,Instant,1.29,1.39,1.1,0.9,0.08,0.34,51893.0,3.2,{3}{R},This spell costs{3}less to cast if you control a creature with power 4 or greater.Change the target of target spell or ability with a single target.,,https://scryfall.com/card/war/115/bolt-bend
83,4.0,Mizzix's Mastery,R,Sorcery,7.49,5.78,8.1,6.16,0.81,0.72,51760.0,3.2,{3}{R},"Exile target card that’s an instant or sorcery from your graveyard. For each card exiled this way, copy it, and you may cast the copy without paying its mana cost. Exile Mizzix’s Mastery.Overload{5}{R}{R}{R}(You may cast this spell for its overload cost. If you do, change “target” in its text to “each.”)",,https://scryfall.com/card/sta/43/mizzixs-mastery
84,2.0,Wild Magic Surge,U,Instant,2.49,0.75,2.94,1.23,,0.21,51750.0,3.2,{R}{R},Destroy target permanent an opponent controls. Its controller reveals cards from the top of their library until they reveal a permanent card that shares a card type with that permanent. They put that card onto the battlefield and the rest on the bottom of their library in a random order.,,https://scryfall.com/card/clb/206/wild-magic-surge
85,3.0,"Najeela, the Blade-Blossom",M,Creature,12.99,9.52,13.26,8.62,1.38,1.46,7362.0,3.2,{2}{R},"Whenever a Warrior attacks, you may have its controller create a 1/1 white Warrior creature token that’s tapped and attacking.{W}{U}{B}{R}{G}: Untap all attacking creatures. They gain trample, lifelink, and haste until end of turn. After this phase, there is an additional combat phase. Activate only during combat.",3/2,https://scryfall.com/card/cmr/514/najeela-the-blade-blossom
86,3.0,Light Up the Stage,U,Sorcery,0.49,0.24,0.73,0.22,0.04,0.1,51605.0,3.2,{2}{R},"Spectacle{R}(You may cast this spell for its spectacle cost rather than its mana cost if an opponent lost life this turn.)Exile the top two cards of your library. Until the end of your next turn, you may play those cards.",,https://scryfall.com/card/clb/802/light-up-the-stage
87,5.0,Scourge of Valkas,M,Creature,2.99,1.54,4.05,1.07,0.03,0.46,51465.0,3.2,{2}{R}{R}{R},"FlyingWhenever Scourge of Valkas or another Dragon enters the battlefield under your control, it deals X damage to any target, where X is the number of Dragons you control.{R}: Scourge of Valkas gets +1/+0 until end of turn.",4/4,https://scryfall.com/card/scd/157/scourge-of-valkas
88,4.0,"Daretti, Scrap Savant",R,Planeswalker,0.79,0.37,0.73,0.42,0.52,0.39,50781.0,3.2,{3}{R},"+2: Discard up to two cards, then draw that many cards.−2: Sacrifice an artifact. If you do, return target artifact card from your graveyard to the battlefield.−10: You get an emblem with “Whenever an artifact is put into your graveyard from the battlefield, return that card to the battlefield at the beginning of the next end step.”Daretti, Scrap Savant can be your commander.",Loyalty: 3,https://scryfall.com/card/cmm/213/daretti-scrap-savant
89,8.0,Utvara Hellkite,M,Creature,17.99,10.89,17.68,11.02,0.02,0.66,50501.0,3.2,{6}{R}{R},"FlyingWhenever a Dragon you control attacks, create a 6/6 red Dragon creature token with flying.",6/6,https://scryfall.com/card/sld/1273/utvara-hellkite
90,4.0,Outpost Siege,R,Enchantment,0.49,0.18,0.26,0.15,0.02,0.17,50332.0,3.2,{3}{R},"As Outpost Siege enters the battlefield, choose Khans or Dragons.• Khans — At the beginning of your upkeep, exile the top card of your library. Until end of turn, you may play that card.• Dragons — Whenever a creature you control leaves the battlefield, Outpost Siege deals 1 damage to any target.",,https://scryfall.com/card/clb/804/outpost-siege
