,CMC,Name,Rarity,Type_x,Card Kingdom ($),TCGPlayer ($),Face to Face ($),Cardmarket (€),Cardhoarder (Event Ticket - TIX),Salt,Decks,Inclusion,Mana Cost,Text,Stats,URL
10,2.0,Three Visits,U,Sorcery,6.99,5.0,4.05,3.41,0.06,0.19,380844.0,24.7,{1}{G},"Search your library for a Forest card, put it onto the battlefield, then shuffle.",,https://scryfall.com/card/who/235/three-visits
11,3.0,Eternal Witness,U,Creature,0.99,0.9,0.73,0.58,0.05,0.26,369564.0,24.0,{1}{G}{G},"When Eternal Witness enters the battlefield, you may return target card from your graveyard to your hand.",2/1,https://scryfall.com/card/cmm/286/eternal-witness
12,1.0,Llanowar Elves,C,Creature,0.49,0.25,0.55,0.16,0.03,0.14,360179.0,23.4,{G},{T}: Add{G}.,1/1,https://scryfall.com/card/30a/206/llanowar-elves
13,3.0,Rhythm of the Wild,U,Enchantment,2.99,4.65,3.68,3.34,0.02,0.46,164023.0,22.9,{1}{R}{G},Creature spells you control can’t be countered.Nontoken creatures you control have riot.(They enter the battlefield with your choice of a +1/+1 counter or haste.),,https://scryfall.com/card/lcc/287/rhythm-of-the-wild
14,2.0,Growth Spiral,C,Instant,0.35,0.21,0.11,0.21,0.01,0.2,160267.0,21.9,{G}{U},Draw a card. You may put a land card from your hand onto the battlefield.,,https://scryfall.com/card/lcc/270/growth-spiral
15,2.0,Sakura-Tribe Elder,C,Creature,1.79,1.01,1.84,0.39,0.03,0.1,333920.0,21.7,{1}{G},"Sacrifice Sakura-Tribe Elder: Search your library for a basic land card, put that card onto the battlefield tapped, then shuffle.",1/1,https://scryfall.com/card/scd/208/sakura-tribe-elder
16,1.0,Elvish Mystic,C,Creature,0.59,0.25,0.73,0.3,0.03,0.17,292096.0,19.0,{G},{T}: Add{G}.,1/1,https://scryfall.com/card/cmm/284/elvish-mystic
17,1.0,Avacyn's Pilgrim,C,Creature,0.59,0.29,0.55,0.2,0.03,0.09,124336.0,17.5,{G},{T}: Add{W}.,1/1,https://scryfall.com/card/sis/48/avacyns-pilgrim
18,5.0,Mirari's Wake,M,Enchantment,3.99,4.03,4.42,2.26,0.02,0.64,121615.0,17.1,{3}{G}{W},"Creatures you control get +1/+1.Whenever you tap a land for mana, add one mana of any type that land produced.",,https://scryfall.com/card/cmm/928/miraris-wake
19,3.0,Temur Ascendancy,R,Enchantment,4.49,4.82,5.52,1.15,0.02,0.25,62357.0,17.1,{G}{U}{R},"Creatures you control have haste.Whenever a creature with power 4 or greater enters the battlefield under your control, you may draw a card.",,https://scryfall.com/card/tsr/387/temur-ascendancy
20,3.0,Putrefy,U,Instant,0.49,0.24,0.18,0.11,0.03,0.2,123763.0,17.1,{1}{B}{G},Destroy target artifact or creature. It can’t be regenerated.,,https://scryfall.com/card/onc/123/putrefy
21,1.0,Noble Hierarch,R,Creature,8.99,7.12,9.58,9.16,0.38,0.17,64788.0,16.7,{G},"Exalted(Whenever a creature you control attacks alone, that creature gets +1/+1 until end of turn.){T}: Add{G},{W}, or{U}.",0/1,https://scryfall.com/card/2xm/177/noble-hierarch
22,1.0,Fyndhorn Elves,C,Creature,0.99,0.49,0.73,0.56,0.04,0.12,249500.0,16.2,{G},{T}: Add{G}.,1/1,https://scryfall.com/card/cmr/228/fyndhorn-elves
23,7.0,Eerie Ultimatum,R,Sorcery,8.49,5.49,8.84,3.84,0.02,0.79,54353.0,14.8,{W}{W}{B}{B}{B}{G}{G},Return any number of permanent cards with different names from your graveyard to the battlefield.,,https://scryfall.com/card/iko/184/eerie-ultimatum
24,2.0,Sylvan Library,R,Enchantment,22.99,18.34,23.58,19.4,0.02,0.96,225060.0,14.6,{1}{G},"At the beginning of your draw step, you may draw two additional cards. If you do, choose two cards in your hand drawn this turn. For each of those cards, pay 4 life or put the card on top of your library.",,https://scryfall.com/card/dmr/179/sylvan-library
25,3.0,Reclamation Sage,U,Creature,0.59,0.19,0.18,0.13,0.03,0.27,224593.0,14.6,{2}{G},"When Reclamation Sage enters the battlefield, you may destroy target artifact or enchantment.",2/1,https://scryfall.com/card/ltc/259/reclamation-sage
26,1.0,Worldly Tutor,R,Instant,11.99,9.97,11.05,7.82,1.85,0.81,223483.0,14.5,{G},"Search your library for a creature card, reveal it, then shuffle and put the card on top.",,https://scryfall.com/card/dmr/185/worldly-tutor
27,5.0,Return of the Wildspeaker,R,Instant,1.49,1.55,1.47,1.02,0.07,0.27,222525.0,14.4,{4}{G},Choose one —• Draw cards equal to the greatest power among non-Human creatures you control.• Non-Human creatures you control get +3/+3 until end of turn.,,https://scryfall.com/card/lcc/252/return-of-the-wildspeaker
28,2.0,Eladamri's Call,R,Instant,9.49,7.21,8.84,7.33,0.21,0.53,100361.0,14.1,{G}{W},"Search your library for a creature card, reveal that card, put it into your hand, then shuffle.",,https://scryfall.com/card/mh1/197/eladamris-call
29,4.0,Beast Whisperer,R,Creature,5.99,3.01,5.52,3.31,0.02,0.37,209763.0,13.6,{2}{G}{G},"Whenever you cast a creature spell, draw a card.",2/3,https://scryfall.com/card/p30a/26/beast-whisperer
30,1.0,Elves of Deep Shadow,C,Creature,1.49,0.88,0.73,0.87,0.03,0.11,98134.0,13.5,{G},{T}: Add{B}. Elves of Deep Shadow deals 1 damage to you.,1/1,https://scryfall.com/card/mb1/1193/elves-of-deep-shadow
31,3.0,Garruk's Uprising,U,Enchantment,0.35,0.49,0.18,0.32,0.03,0.28,207639.0,13.5,{2}{G},"When Garruk’s Uprising enters the battlefield, if you control a creature with power 4 or greater, draw a card.Creatures you control have trample.(They can deal excess combat damage to the player or planeswalker they’re attacking.)Whenever a creature with power 4 or greater enters the battlefield under your control, draw a card.",,https://scryfall.com/card/wot/53/garruks-uprising
32,2.0,Goblin Anarchomancer,C,Creature,0.49,0.26,0.36,0.14,0.03,0.14,96023.0,13.4,{R}{G},Each spell you cast that’s red or green costs{1}less to cast.,2/2,https://scryfall.com/card/j21/693/goblin-anarchomancer
33,1.0,Nature's Claim,C,Instant,1.49,0.64,1.1,0.63,0.03,0.22,200395.0,13.0,{G},Destroy target artifact or enchantment. Its controller gains 4 life.,,https://scryfall.com/card/tsr/364/natures-claim
34,3.0,Faeburrow Elder,R,Creature,3.99,3.0,2.94,1.26,0.02,0.27,92271.0,13.0,{1}{G}{W},"VigilanceFaeburrow Elder gets +1/+1 for each color among permanents you control.{T}: For each color among permanents you control, add one mana of that color.",0/0,https://scryfall.com/card/dmc/149/faeburrow-elder
35,1.0,Wild Growth,C,Enchantment,0.39,0.27,0.11,0.02,0.12,0.12,177126.0,11.5,{G},"Enchant landWhenever enchanted land is tapped for mana, its controller adds an additional{G}.",,https://scryfall.com/card/dmr/184/wild-growth
36,5.0,"Tatyova, Benthic Druid",U,Creature,0.39,0.14,0.26,0.13,0.02,0.82,83482.0,11.4,{3}{G}{U},"Landfall— Whenever a land enters the battlefield under your control, you gain 1 life and draw a card.",3/3,https://scryfall.com/card/lcc/290/tatyova-benthic-druid
37,2.0,Abrupt Decay,R,Instant,3.49,2.39,2.94,3.0,0.06,0.31,82411.0,11.4,{B}{G},This spell can’t be countered.Destroy target nonland permanent with mana value 3 or less.,,https://scryfall.com/card/tsr/370/abrupt-decay
38,3.0,Harrow,C,Instant,0.99,0.33,0.73,0.19,0.03,0.11,172963.0,11.2,{2}{G},"As an additional cost to cast this spell, sacrifice a land.Search your library for up to two basic land cards, put them onto the battlefield, then shuffle.",,https://scryfall.com/card/40k/216/harrow
39,7.0,Avenger of Zendikar,M,Creature,5.49,3.32,5.52,3.75,0.33,0.75,172331.0,11.2,{5}{G}{G},"When Avenger of Zendikar enters the battlefield, create a 0/1 green Plant creature token for each land you control.Landfall— Whenever a land enters the battlefield under your control, you may put a +1/+1 counter on each Plant creature you control.",5/5,https://scryfall.com/card/j22/629/avenger-of-zendikar
40,5.0,Shamanic Revelation,R,Sorcery,1.29,0.48,1.1,0.14,0.02,0.23,170817.0,11.1,{3}{G}{G},Draw a card for each creature you control.Ferocious— You gain 4 life for each creature you control with power 4 or greater.,,https://scryfall.com/card/scd/211/shamanic-revelation
41,3.0,Aura Shards,U,Enchantment,8.99,14.78,8.84,6.5,1.08,1.51,77944.0,11.0,{1}{G}{W},"Whenever a creature enters the battlefield under your control, you may destroy target artifact or enchantment.",,https://scryfall.com/card/plist/437/aura-shards
42,3.0,Bala Ged Recovery,U,Sorcery,4.49,3.61,,,0.03,0.17,168555.0,10.9,{2}{G},Return target card from your graveyard to your hand.,,https://scryfall.com/card/znr/180/bala-ged-recovery-bala-ged-sanctuary
43,3.0,Krosan Grip,U,Instant,0.99,0.56,0.73,0.27,0.03,0.37,168297.0,10.9,{2}{G},"Split second(As long as this spell is on the stack, players can’t cast spells or activate abilities that aren’t mana abilities.)Destroy target artifact or enchantment.",,https://scryfall.com/card/c21/198/krosan-grip
44,6.0,Rishkar's Expertise,R,Sorcery,1.29,1.81,1.47,1.33,0.02,0.39,166350.0,10.8,{4}{G}{G},Draw cards equal to the greatest power among creatures you control.You may cast a spell with mana value 5 or less from your hand without paying its mana cost.,,https://scryfall.com/card/lcc/254/rishkars-expertise
45,4.0,Harmonize,U,Sorcery,0.39,0.32,0.55,0.13,0.03,0.13,161316.0,10.5,{2}{G}{G},Draw three cards.,,https://scryfall.com/card/ltc/248/harmonize
46,4.0,Skyshroud Claim,C,Sorcery,1.79,1.01,1.84,1.24,0.35,0.13,161042.0,10.4,{3}{G},"Search your library for up to two Forest cards, put them onto the battlefield, then shuffle.",,https://scryfall.com/card/cmm/321/skyshroud-claim
47,1.0,Crop Rotation,U,Instant,0.79,0.79,0.73,0.67,0.83,0.3,160762.0,10.4,{G},"As an additional cost to cast this spell, sacrifice a land.Search your library for a land card, put that card onto the battlefield, then shuffle.",,https://scryfall.com/card/dmr/154/crop-rotation
48,2.0,Sterling Grove,R,Enchantment,2.99,3.02,3.68,1.43,0.02,0.9,72964.0,10.3,{G}{W},"Other enchantments you control have shroud.(They can’t be the targets of spells or abilities.){1}, Sacrifice Sterling Grove: Search your library for an enchantment card, reveal it, then shuffle and put that card on top.",,https://scryfall.com/card/j21/720/sterling-grove
49,4.0,Culling Ritual,R,Sorcery,0.69,0.49,0.73,0.72,0.03,0.64,74330.0,10.3,{2}{B}{G},Destroy each nonland permanent with mana value 2 or less. Add{B}or{G}for each permanent destroyed this way.,,https://scryfall.com/card/cmm/921/culling-ritual
50,5.0,Moldervine Reclamation,U,Enchantment,1.29,0.39,0.73,0.17,0.03,0.15,74175.0,10.2,{3}{B}{G},"Whenever a creature you control dies, you gain 1 life and draw a card.",,https://scryfall.com/card/onc/121/moldervine-reclamation
51,3.0,Tireless Provisioner,U,Creature,2.29,1.32,2.2,0.66,0.02,0.49,157125.0,10.2,{2}{G},"Landfall— Whenever a land enters the battlefield under your control, create a Food token or a Treasure token.(Food is an artifact with “{2},{T}, Sacrifice this artifact: You gain 3 life.” Treasure is an artifact with “{T}, Sacrifice this artifact: Add one mana of any color.”)",3/2,https://scryfall.com/card/ltc/262/tireless-provisioner
52,9.0,The Great Henge,M,Artifact,49.99,43.18,47.91,32.84,1.3,1.38,155053.0,10.1,{7}{G}{G},"This spell costs{X}less to cast, where X is the greatest power among creatures you control.{T}: Add{G}{G}. You gain 2 life.Whenever a nontoken creature enters the battlefield under your control, put a +1/+1 counter on it and draw a card.",,https://scryfall.com/card/cmm/294/the-great-henge
53,3.0,Scute Swarm,R,Creature,6.99,4.09,5.52,4.2,0.18,1.26,151099.0,9.8,{2}{G},"Landfall— Whenever a land enters the battlefield under your control, create a 1/1 green Insect creature token. If you control six or more lands, create a token that’s a copy of Scute Swarm instead.",1/1,https://scryfall.com/card/ncc/310/scute-swarm
54,2.0,Coiling Oracle,C,Creature,0.35,0.09,0.11,0.09,0.03,0.12,69299.0,9.5,{G}{U},"When Coiling Oracle enters the battlefield, reveal the top card of your library. If it’s a land card, put it onto the battlefield. Otherwise, put that card into your hand.",1/1,https://scryfall.com/card/dmc/147/coiling-oracle
55,5.0,Seedborn Muse,R,Creature,17.99,12.91,16.21,8.33,0.02,1.5,144965.0,9.4,{3}{G}{G},Untap all permanents you control during each other player’s untap step.,2/4,https://scryfall.com/card/cc1/4/seedborn-muse
56,3.0,"Esika, God of the Tree",M,Creature,9.99,11.4,,,0.41,0.94,20727.0,9.1,{1}{G}{G},Vigilance{T}: Add one mana of any color.Other legendary creatures you control have vigilance and “{T}: Add one mana of any color.”,1/4,https://scryfall.com/card/khm/168/esika-god-of-the-tree-the-prismatic-bridge
57,3.0,Villainous Wealth,R,Sorcery,0.79,0.46,0.73,0.19,0.02,0.81,34531.0,9.1,{X}{B}{G}{U},Target opponent exiles the top X cards of their library. You may cast any number of spells with mana value X or less from among them without paying their mana costs.,,https://scryfall.com/card/2x2/292/villainous-wealth
58,5.0,Maelstrom Nexus,M,Enchantment,0.99,0.67,1.1,0.5,0.02,0.56,20645.0,9.1,{W}{U}{B}{R}{G},"The first spell you cast each turn has cascade.(When you cast your first spell, exile cards from the top of your library until you exile a nonland card that costs less. You may cast it without paying its mana cost. Put the exiled cards on the bottom of your library in a random order.)",,https://scryfall.com/card/dmc/159/maelstrom-nexus
59,3.0,Wood Elves,C,Creature,0.69,0.21,0.55,0.16,0.01,0.11,136764.0,8.9,{2}{G},"When Wood Elves enters the battlefield, search your library for a Forest card, put that card onto the battlefield, then shuffle.",1/1,https://scryfall.com/card/ltc/263/wood-elves
60,4.0,Guardian Project,R,Enchantment,15.99,11.45,15.47,8.29,0.02,0.55,135658.0,8.8,{3}{G},"Whenever a nontoken creature enters the battlefield under your control, if it doesn’t have the same name as another creature you control or a creature card in your graveyard, draw a card.",,https://scryfall.com/card/pctb/29/guardian-project
61,2.0,Explore,C,Sorcery,0.35,0.12,0.11,0.11,0.01,0.15,132022.0,8.6,{1}{G},You may play an additional land this turn.Draw a card.,,https://scryfall.com/card/lcc/241/explore
62,3.0,Naya Charm,U,Instant,0.49,0.25,0.55,0.12,0.03,0.16,33022.0,8.5,{R}{G}{W},Choose one —• Naya Charm deals 3 damage to target creature.• Return target card from a graveyard to its owner’s hand.• Tap all creatures target player controls.,,https://scryfall.com/card/dmc/162/naya-charm
63,2.0,Finale of Devastation,M,Sorcery,24.99,21.65,25.79,21.16,2.47,1.25,130452.0,8.5,{X}{G}{G},"Search your library and/or graveyard for a creature card with mana value X or less and put it onto the battlefield. If you search your library this way, shuffle. If X is 10 or more, creatures you control get +X/+X and gain haste until end of turn.",,https://scryfall.com/card/cmm/289/finale-of-devastation
64,2.0,Bloom Tender,R,Creature,13.99,11.49,14.0,9.55,0.06,0.4,130259.0,8.5,{1}{G},"{T}: For each color among permanents you control, add one mana of that color.",1/1,https://scryfall.com/card/2x2/138/bloom-tender
65,1.0,Arbor Elf,C,Creature,0.39,0.26,0.55,0.36,0.03,0.14,129625.0,8.4,{G},{T}: Untap target Forest.,1/1,https://scryfall.com/card/ltc/232/arbor-elf
66,5.0,Doubling Season,M,Enchantment,37.99,38.01,40.54,23.2,0.02,1.42,127940.0,8.3,{4}{G},"If an effect would create one or more tokens under your control, it creates twice that many of those tokens instead.If an effect would put one or more counters on a permanent you control, it puts twice that many of those counters on that permanent instead.",,https://scryfall.com/card/wot/52/doubling-season
67,1.0,Exploration,R,Enchantment,12.99,10.93,13.26,7.87,5.78,0.61,127806.0,8.3,{G},You may play an additional land on each of your turns.,,https://scryfall.com/card/dmr/159/exploration
68,5.0,Sanctum of All,R,Enchantment,1.79,0.62,1.84,0.8,0.02,0.91,18673.0,8.2,{W}{U}{B}{R}{G},"At the beginning of your upkeep, you may search your library and/or graveyard for a Shrine card and put it onto the battlefield. If you search your library this way, shuffle.If an ability of another Shrine you control triggers while you control six or more Shrines, that ability triggers an additional time.",,https://scryfall.com/card/m21/225/sanctum-of-all
69,4.0,Decimate,R,Sorcery,0.49,0.3,0.73,0.32,0.11,0.45,58640.0,8.2,{2}{R}{G},"Destroy target artifact, target creature, target enchantment, and target land.",,https://scryfall.com/card/cmm/922/decimate
70,3.0,Dryad of the Ilysian Grove,R,Creature,10.99,8.51,10.31,5.89,2.1,0.59,126072.0,8.2,{2}{G},You may play an additional land on each of your turns.Lands you control are every basic land type in addition to their other types.,2/4,https://scryfall.com/card/cmm/891/dryad-of-the-ilysian-grove
71,2.0,"Sythis, Harvest's Hand",R,Creature,1.79,1.14,1.47,0.75,0.02,0.94,58027.0,8.2,{G}{W},"Whenever you cast an enchantment spell, you gain 1 life and draw a card.",1/2,https://scryfall.com/card/cmm/938/sythis-harvests-hand
72,2.0,Return to Nature,C,Instant,0.35,0.1,0.11,0.05,0.01,0.12,122835.0,8.0,{1}{G},Choose one —• Destroy target artifact.• Destroy target enchantment.• Exile target card from a graveyard.,,https://scryfall.com/card/moc/309/return-to-nature
73,2.0,Kenrith's Transformation,U,Enchantment,0.99,0.76,1.1,0.65,0.03,0.83,122065.0,7.9,{1}{G},"Enchant creatureWhen Kenrith’s Transformation enters the battlefield, draw a card.Enchanted creature loses all abilities and is a green Elk creature with base power and toughness 3/3.(It loses all other card types and creature types.)",,https://scryfall.com/card/woc/128/kenriths-transformation
74,9.0,"Zacama, Primal Calamity",M,Creature,1.99,2.69,2.2,1.97,0.32,0.92,30749.0,7.9,{6}{R}{G}{W},"Vigilance, reach, trampleWhen Zacama, Primal Calamity enters the battlefield, if you cast it, untap all lands you control.{2}{R}: Zacama deals 3 damage to target creature.{2}{G}: Destroy target artifact or enchantment.{2}{W}: You gain 3 life.",9/9,https://scryfall.com/card/lcc/296/zacama-primal-calamity
75,3.0,Champion of Lambholt,R,Creature,0.99,0.43,1.47,0.34,0.02,0.57,119445.0,7.8,{1}{G}{G},"Creatures with power less than Champion of Lambholt’s power can’t block creatures you control.Whenever another creature enters the battlefield under your control, put a +1/+1 counter on Champion of Lambholt.",1/1,https://scryfall.com/card/moc/293/champion-of-lambholt
76,2.0,Lotus Cobra,R,Creature,2.79,2.85,2.94,2.32,0.02,0.53,119158.0,7.7,{1}{G},"Landfall— Whenever a land enters the battlefield under your control, add one mana of any color.",2/1,https://scryfall.com/card/znr/193/lotus-cobra
77,1.0,Veil of Summer,U,Instant,5.99,5.46,6.63,5.53,2.06,0.73,119000.0,7.7,{G},Draw a card if an opponent has cast a blue or black spell this turn. Spells you control can’t be countered this turn. You and permanents you control gain hexproof from blue and from black until end of turn.(You and they can’t be the targets of blue or black spells or abilities your opponents control.),,https://scryfall.com/card/plist/436/veil-of-summer
78,3.0,Brokers Ascendancy,R,Enchantment,0.99,1.08,0.73,0.77,0.01,0.29,29675.0,7.6,{G}{W}{U},"At the beginning of your end step, put a +1/+1 counter on each creature you control and a loyalty counter on each planeswalker you control.",,https://scryfall.com/card/snc/170/brokers-ascendancy
79,1.0,Green Sun's Zenith,R,Sorcery,10.99,8.37,10.31,8.13,0.17,0.73,116524.0,7.6,{X}{G},"Search your library for a green creature card with mana value X or less, put it onto the battlefield, then shuffle. Shuffle Green Sun’s Zenith into its owner’s library.",,https://scryfall.com/card/2x2/150/green-suns-zenith
80,6.0,Rampaging Baloths,R,Creature,0.59,0.36,0.55,0.25,0.04,0.39,116268.0,7.5,{4}{G}{G},"TrampleLandfall— Whenever a land enters the battlefield under your control, you may create a 4/4 green Beast creature token.",6/6,https://scryfall.com/card/j22/715/rampaging-baloths
81,7.0,Genesis Ultimatum,R,Sorcery,1.49,0.95,2.2,0.64,0.02,0.47,27409.0,7.5,{G}{G}{U}{U}{U}{R}{R},Look at the top five cards of your library. Put any number of permanent cards from among them onto the battlefield and the rest into your hand. Exile Genesis Ultimatum.,,https://scryfall.com/card/iko/189/genesis-ultimatum
82,7.0,Tiamat,M,Creature,7.99,5.52,8.1,4.92,0.12,0.54,17052.0,7.5,{2}{W}{U}{B}{R}{G},"FlyingWhen Tiamat enters the battlefield, if you cast it, search your library for up to five Dragon cards not named Tiamat that each have different names, reveal them, put them into your hand, then shuffle.",7/7,https://scryfall.com/card/afr/235/tiamat
83,4.0,"Toski, Bearer of Secrets",R,Creature,10.99,8.6,11.05,10.01,0.15,0.67,115334.0,7.5,{3}{G},"This spell can’t be countered.IndestructibleToski, Bearer of Secrets attacks each combat if able.Whenever a creature you control deals combat damage to a player, draw a card.",1/1,https://scryfall.com/card/khm/197/toski-bearer-of-secrets
84,3.0,Evolution Sage,U,Creature,0.69,0.54,1.1,0.39,0.02,0.45,115100.0,7.5,{2}{G},"Landfall— Whenever a land enters the battlefield under your control, proliferate.(Choose any number of permanents and/or players, then give each another counter of each kind already there.)",3/2,https://scryfall.com/card/lcc/240/evolution-sage
85,3.0,"Azusa, Lost but Seeking",R,Creature,3.99,3.52,4.42,3.23,0.03,0.66,114254.0,7.4,{2}{G},You may play two additional lands on each of your turns.,1/2,https://scryfall.com/card/cmm/274/azusa-lost-but-seeking
86,5.0,Sliver Hivelord,M,Creature,3.99,2.03,5.15,3.29,0.2,1.35,16839.0,7.4,{W}{U}{B}{R}{G},Sliver creatures you control have indestructible.(Damage and effects that say “destroy” don’t destroy them.),5/5,https://scryfall.com/card/cmm/937/sliver-hivelord
87,3.0,Ramunap Excavator,R,Creature,5.49,4.2,5.52,4.16,0.02,0.39,113163.0,7.3,{2}{G},You may play lands from your graveyard.,2/3,https://scryfall.com/card/cmr/433/ramunap-excavator
88,6.0,The Kami War,M,Enchantment,3.49,3.18,,,0.09,0.32,16676.0,7.3,{1}{W}{U}{B}{R}{G},"(As this Saga enters and after your draw step, add a lore counter.)I — Exile target nonland permanent an opponent controls.II — Return up to one other target nonland permanent to its owner’s hand. Then each opponent discards a card.III — Exile this Saga, then return it to the battlefield transformed under your control.",6/6,https://scryfall.com/card/neo/227/the-kami-war-o-kagachi-made-manifest
89,1.0,Hardened Scales,R,Enchantment,1.29,1.25,1.47,1.49,0.03,0.38,108141.0,7.0,{G},"If one or more +1/+1 counters would be put on a creature you control, that many plus one +1/+1 counters are put on it instead.",,https://scryfall.com/card/lcc/243/hardened-scales
90,5.0,Surrak Dragonclaw,M,Creature,2.79,1.62,2.57,0.86,0.02,0.34,25529.0,7.0,{2}{G}{U}{R},FlashThis spell can’t be countered.Creature spells you control can’t be countered.Other creatures you control have trample.,6/6,https://scryfall.com/card/dmc/169/surrak-dragonclaw
91,1.0,Utopia Sprawl,C,Enchantment,0.59,0.49,0.73,0.66,0.05,0.14,107595.0,7.0,{G},"Enchant ForestAs Utopia Sprawl enters the battlefield, choose a color.Whenever enchanted Forest is tapped for mana, its controller adds an additional one mana of the chosen color.",,https://scryfall.com/card/wot/63/utopia-sprawl
92,4.0,Parallel Lives,R,Enchantment,24.99,23.7,29.48,15.45,0.02,1.01,107288.0,7.0,{3}{G},"If an effect would create one or more tokens under your control, it creates twice that many of those tokens instead.",,https://scryfall.com/card/wot/58/parallel-lives
93,3.0,"Oko, Thief of Crowns",M,Planeswalker,18.99,16.31,19.16,14.15,1.05,1.77,50761.0,7.0,{1}{G}{U},"+2: Create a Food token.(It’s an artifact with “{2},{T}, Sacrifice this artifact: You gain 3 life.”)+1: Target artifact or creature loses all abilities and becomes a green Elk creature with base power and toughness 3/3.−5: Exchange control of target artifact or creature you control and target creature an opponent controls with power 3 or less.",Loyalty: 4,https://scryfall.com/card/eld/197/oko-thief-of-crowns
94,2.0,Golgari Charm,U,Instant,1.29,0.91,0.73,0.52,0.03,0.17,50249.0,6.9,{B}{G},Choose one —• All creatures get -1/-1 until end of turn.• Destroy target enchantment.• Regenerate each creature you control.,,https://scryfall.com/card/ea3/9/golgari-charm
95,6.0,Two-Headed Hellkite,R,Creature,7.99,4.95,7.0,5.78,0.3,0.18,15521.0,6.8,{1}{W}{U}{B}{R}{G},"Flying, menace, hasteWhenever Two-Headed Hellkite attacks, draw two cards.",5/5,https://scryfall.com/card/dmc/14/two-headed-hellkite
96,7.0,"Atarka, World Render",R,Creature,0.79,0.55,1.1,0.52,0.02,0.43,48634.0,6.8,{5}{R}{G},"Flying, trampleWhenever a Dragon you control attacks, it gains double strike until end of turn.",6/4,https://scryfall.com/card/scd/1/atarka-world-render
97,4.0,"Jetmir, Nexus of Revels",M,Creature,6.99,5.25,6.63,3.75,0.26,0.63,26244.0,6.8,{1}{R}{G}{W},Creatures you control get +1/+0 and have vigilance as long as you control three or more creatures.Creatures you control also get +1/+0 and have trample as long as you control six or more creatures.Creatures you control also get +1/+0 and have double strike as long as you control nine or more creatures.,5/4,https://scryfall.com/card/snc/193/jetmir-nexus-of-revels
98,8.0,Craterhoof Behemoth,M,Creature,21.99,22.76,19.9,25.54,0.81,1.81,104096.0,6.8,{5}{G}{G}{G},"HasteWhen Craterhoof Behemoth enters the battlefield, creatures you control gain trample and get +X/+X until end of turn, where X is the number of creatures you control.",5/5,https://scryfall.com/card/cmm/280/craterhoof-behemoth
99,5.0,Sliver Legion,M,Creature,27.99,39.32,22.11,24.03,0.02,1.06,15350.0,6.7,{W}{U}{B}{R}{G},All Sliver creatures get +1/+1 for each other Sliver on the battlefield.,7/7,https://scryfall.com/card/tsr/261/sliver-legion
