,CMC,Name,Rarity,Type_x,Card Kingdom ($),TCGPlayer ($),Face to Face ($),Cardmarket (€),Cardhoarder (Event Ticket - TIX),Salt,Decks,Inclusion,Mana Cost,Text,Stats,URL
15,4.0,Whirlwind of Thought,R,Enchantment,1.99,0.61,1.84,0.47,0.02,0.42,45115.0,12.4,{1}{U}{R}{W},"Whenever you cast a noncreature spell, draw a card.",,https://scryfall.com/card/moc/344/whirlwind-of-thought
16,2.0,Thrill of Possibility,C,Instant,0.35,0.04,0.11,0.04,0.02,0.08,183533.0,11.5,{1}{R},"As an additional cost to cast this spell, discard a card.Draw two cards.",,https://scryfall.com/card/ltc/229/thrill-of-possibility
17,2.0,Abrade,C,Instant,0.35,0.05,0.11,0.04,0.01,0.18,178252.0,11.2,{1}{R},Choose one —• Abrade deals 3 damage to target creature.• Destroy target artifact.,,https://scryfall.com/card/lci/131/abrade
18,6.0,"Etali, Primal Storm",R,Creature,0.49,0.41,0.55,0.27,0.02,0.91,169141.0,10.6,{4}{R}{R},"Whenever Etali, Primal Storm attacks, exile the top card of each player’s library, then you may cast any number of spells from among those cards without paying their mana costs.",6/6,https://scryfall.com/card/lcc/224/etali-primal-storm
19,1.0,Gamble,R,Sorcery,4.99,4.47,5.15,4.19,0.24,0.46,159604.0,10.0,{R},"Search your library for a card, put that card into your hand, discard a card at random, then shuffle.",,https://scryfall.com/card/dmr/121/gamble
20,3.0,Mayhem Devil,U,Creature,2.79,2.6,2.94,2.37,0.03,0.59,75452.0,9.8,{1}{B}{R},"Whenever a player sacrifices a permanent, Mayhem Devil deals 1 damage to any target.",3/3,https://scryfall.com/card/war/204/mayhem-devil
21,1.0,Lightning Bolt,U,Instant,0.79,0.39,0.73,0.89,0.15,0.18,156906.0,9.8,{R},Lightning Bolt deals 3 damage to any target.,,https://scryfall.com/card/30a/157/lightning-bolt
22,2.0,Goblin Electromancer,C,Creature,0.35,0.11,0.11,0.06,0.03,0.24,71716.0,9.6,{U}{R},Instant and sorcery spells you cast cost{1}less to cast.,2/2,https://scryfall.com/card/ncc/341/goblin-electromancer
23,4.0,Storm-Kiln Artist,U,Creature,1.29,0.76,0.73,0.58,0.03,0.72,149820.0,9.4,{3}{R},"Storm-Kiln Artist gets +1/+0 for each artifact you control.Magecraft— Whenever you cast or copy an instant or sorcery spell, create a Treasure token.",2/2,https://scryfall.com/card/cmm/260/storm-kiln-artist
24,3.0,Crackling Doom,U,Instant,0.39,0.27,0.26,0.15,0.02,0.32,35585.0,9.4,{R}{W}{B},Crackling Doom deals 2 damage to each opponent. Each opponent sacrifices a creature with the greatest power among creatures that player controls.,,https://scryfall.com/card/2x2/196/crackling-doom
25,3.0,Wear // Tear,U,Instant,1.79,0.66,1.84,1.14,,0.18,66976.0,9.2,{1}{R},Destroy target artifact.Fuse(You may cast one or both halves of this card from your hand.),,https://scryfall.com/card/moc/343/wear-tear
26,5.0,Maelstrom Nexus,M,Enchantment,0.99,0.67,1.1,0.5,0.02,0.56,20645.0,9.1,{W}{U}{B}{R}{G},"The first spell you cast each turn has cascade.(When you cast your first spell, exile cards from the top of your library until you exile a nonland card that costs less. You may cast it without paying its mana cost. Put the exiled cards on the bottom of your library in a random order.)",,https://scryfall.com/card/dmc/159/maelstrom-nexus
27,6.0,"Niv-Mizzet, Parun",R,Creature,2.99,2.3,2.94,1.14,0.02,1.21,65137.0,8.7,{U}{U}{U}{R}{R}{R},"This spell can’t be countered.FlyingWhenever you draw a card, Niv-Mizzet, Parun deals 1 damage to any target.Whenever a player casts an instant or sorcery spell, you draw a card.",5/5,https://scryfall.com/card/rvr/207/niv-mizzet-parun
28,3.0,Naya Charm,U,Instant,0.49,0.25,0.55,0.12,0.03,0.16,33022.0,8.5,{R}{G}{W},Choose one —• Naya Charm deals 3 damage to target creature.• Return target card from a graveyard to its owner’s hand.• Tap all creatures target player controls.,,https://scryfall.com/card/dmc/162/naya-charm
29,5.0,Sanctum of All,R,Enchantment,1.79,0.62,1.84,0.8,0.02,0.91,18673.0,8.2,{W}{U}{B}{R}{G},"At the beginning of your upkeep, you may search your library and/or graveyard for a Shrine card and put it onto the battlefield. If you search your library this way, shuffle.If an ability of another Shrine you control triggers while you control six or more Shrines, that ability triggers an additional time.",,https://scryfall.com/card/m21/225/sanctum-of-all
30,2.0,Impact Tremors,C,Enchantment,0.35,0.3,0.18,0.27,0.01,0.61,130940.0,8.2,{1}{R},"Whenever a creature enters the battlefield under your control, Impact Tremors deals 1 damage to each opponent.",,https://scryfall.com/card/wot/44/impact-tremors
31,4.0,Decimate,R,Sorcery,0.49,0.3,0.73,0.32,0.11,0.45,58640.0,8.2,{2}{R}{G},"Destroy target artifact, target creature, target enchantment, and target land.",,https://scryfall.com/card/cmm/922/decimate
32,3.0,Valakut Awakening,R,Instant,9.49,5.84,,,0.09,0.17,127110.0,8.0,{2}{R},"Put any number of cards from your hand on the bottom of your library, then draw that many cards plus one.",,https://scryfall.com/card/znr/174/valakut-awakening-valakut-stoneforge
33,9.0,"Zacama, Primal Calamity",M,Creature,1.99,2.69,2.2,1.97,0.32,0.92,30749.0,7.9,{6}{R}{G}{W},"Vigilance, reach, trampleWhen Zacama, Primal Calamity enters the battlefield, if you cast it, untap all lands you control.{2}{R}: Zacama deals 3 damage to target creature.{2}{G}: Destroy target artifact or enchantment.{2}{W}: You gain 3 life.",9/9,https://scryfall.com/card/lcc/296/zacama-primal-calamity
34,3.0,Professional Face-Breaker,R,Creature,6.99,4.82,7.0,3.53,0.03,0.5,125422.0,7.9,{2}{R},"MenaceWhenever one or more creatures you control deal combat damage to a player, create a Treasure token.Sacrifice a Treasure: Exile the top card of your library. You may play that card this turn.",2/3,https://scryfall.com/card/j22/581/professional-face-breaker
35,6.0,"Aurelia, the Warleader",M,Creature,6.99,5.32,6.26,3.63,0.03,0.7,56765.0,7.8,{2}{R}{R}{W}{W},"Flying, vigilance, hasteWhenever Aurelia, the Warleader attacks for the first time each turn, untap all creatures you control. After this phase, there is an additional combat phase.",3/4,https://scryfall.com/card/mul/35/aurelia-the-warleader
36,5.0,Mana Geyser,C,Sorcery,2.49,1.59,2.2,0.74,0.03,0.69,120842.0,7.6,{3}{R}{R},Add{R}for each tapped land your opponents control.,,https://scryfall.com/card/scd/151/mana-geyser
37,4.0,Big Score,C,Instant,1.29,1.16,0.73,1.48,0.03,0.11,120386.0,7.5,{3}{R},"As an additional cost to cast this spell, discard a card.Draw two cards and create two Treasure tokens.(They’re artifacts with “{T}, Sacrifice this artifact: Add one mana of any color.”)",,https://scryfall.com/card/j22/498/big-score
38,7.0,Genesis Ultimatum,R,Sorcery,1.49,0.95,2.2,0.64,0.02,0.47,27409.0,7.5,{G}{G}{U}{U}{U}{R}{R},Look at the top five cards of your library. Put any number of permanent cards from among them onto the battlefield and the rest into your hand. Exile Genesis Ultimatum.,,https://scryfall.com/card/iko/189/genesis-ultimatum
39,7.0,Tiamat,M,Creature,7.99,5.52,8.1,4.92,0.12,0.54,17052.0,7.5,{2}{W}{U}{B}{R}{G},"FlyingWhen Tiamat enters the battlefield, if you cast it, search your library for up to five Dragon cards not named Tiamat that each have different names, reveal them, put them into your hand, then shuffle.",7/7,https://scryfall.com/card/afr/235/tiamat
40,5.0,Sliver Hivelord,M,Creature,3.99,2.03,5.15,3.29,0.2,1.35,16839.0,7.4,{W}{U}{B}{R}{G},Sliver creatures you control have indestructible.(Damage and effects that say “destroy” don’t destroy them.),5/5,https://scryfall.com/card/cmm/937/sliver-hivelord
41,6.0,The Kami War,M,Enchantment,3.49,3.18,,,0.09,0.32,16676.0,7.3,{1}{W}{U}{B}{R}{G},"(As this Saga enters and after your draw step, add a lore counter.)I — Exile target nonland permanent an opponent controls.II — Return up to one other target nonland permanent to its owner’s hand. Then each opponent discards a card.III — Exile this Saga, then return it to the battlefield transformed under your control.",6/6,https://scryfall.com/card/neo/227/the-kami-war-o-kagachi-made-manifest
42,1.0,Red Elemental Blast,U,Instant,2.49,1.0,2.2,2.58,4.92,0.46,114627.0,7.2,{R},Choose one —• Counter target blue spell.• Destroy target blue permanent.,,https://scryfall.com/card/30a/165/red-elemental-blast
43,2.0,Goblin Bombardment,R,Enchantment,0.79,0.82,0.73,0.46,0.02,0.55,113898.0,7.1,{1}{R},Sacrifice a creature: Goblin Bombardment deals 1 damage to any target.,,https://scryfall.com/card/wot/43/goblin-bombardment
44,3.0,Imperial Recruiter,M,Creature,6.99,5.17,7.0,4.74,0.27,0.65,112946.0,7.1,{2}{R},"When Imperial Recruiter enters the battlefield, search your library for a creature card with power 2 or less, reveal it, put it into your hand, then shuffle.",1/1,https://scryfall.com/card/mh2/281/imperial-recruiter
45,5.0,Surrak Dragonclaw,M,Creature,2.79,1.62,2.57,0.86,0.02,0.34,25529.0,7.0,{2}{G}{U}{R},FlashThis spell can’t be countered.Creature spells you control can’t be countered.Other creatures you control have trample.,6/6,https://scryfall.com/card/dmc/169/surrak-dragonclaw
46,6.0,Two-Headed Hellkite,R,Creature,7.99,4.95,7.0,5.78,0.3,0.18,15521.0,6.8,{1}{W}{U}{B}{R}{G},"Flying, menace, hasteWhenever Two-Headed Hellkite attacks, draw two cards.",5/5,https://scryfall.com/card/dmc/14/two-headed-hellkite
47,7.0,"Atarka, World Render",R,Creature,0.79,0.55,1.1,0.52,0.02,0.43,48634.0,6.8,{5}{R}{G},"Flying, trampleWhenever a Dragon you control attacks, it gains double strike until end of turn.",6/4,https://scryfall.com/card/scd/1/atarka-world-render
48,4.0,"Jetmir, Nexus of Revels",M,Creature,6.99,5.25,6.63,3.75,0.26,0.63,26244.0,6.8,{1}{R}{G}{W},Creatures you control get +1/+0 and have vigilance as long as you control three or more creatures.Creatures you control also get +1/+0 and have trample as long as you control six or more creatures.Creatures you control also get +1/+0 and have double strike as long as you control nine or more creatures.,5/4,https://scryfall.com/card/snc/193/jetmir-nexus-of-revels
49,5.0,Sliver Legion,M,Creature,27.99,39.32,22.11,24.03,0.02,1.06,15350.0,6.7,{W}{U}{B}{R}{G},All Sliver creatures get +1/+1 for each other Sliver on the battlefield.,7/7,https://scryfall.com/card/tsr/261/sliver-legion
50,2.0,Underworld Breach,R,Enchantment,9.49,8.48,8.84,10.21,0.49,1.39,107448.0,6.7,{1}{R},"Each nonland card in your graveyard has escape. The escape cost is equal to the card’s mana cost plus exile three other cards from your graveyard.(You may cast cards from your graveyard for their escape cost.)At the beginning of the end step, sacrifice Underworld Breach.",,https://scryfall.com/card/spg/9/underworld-breach
51,1.0,"Ragavan, Nimble Pilferer",M,Creature,47.99,40.22,44.22,41.45,12.14,1.58,107242.0,6.7,{R},"Whenever Ragavan, Nimble Pilferer deals combat damage to a player, create a Treasure token and exile the top card of that player’s library. Until end of turn, you may cast that card.Dash{1}{R}(You may cast this spell for its dash cost. If you do, it gains haste, and it’s returned from the battlefield to its owner’s hand at the beginning of the next end step.)",2/1,https://scryfall.com/card/mul/21/ragavan-nimble-pilferer
52,3.0,Jeskai Ascendancy,R,Enchantment,1.29,0.65,0.73,0.51,0.02,0.42,24419.0,6.7,{U}{R}{W},"Whenever you cast a noncreature spell, creatures you control get +1/+1 until end of turn. Untap those creatures.Whenever you cast a noncreature spell, you may draw a card. If you do, discard a card.",,https://scryfall.com/card/2x2/231/jeskai-ascendancy
53,8.0,Maelstrom Wanderer,R,Creature,2.29,1.4,2.2,1.43,1.29,0.85,24486.0,6.7,{5}{G}{U}{R},"Creatures you control have haste.Cascade, cascade(When you cast this spell, exile cards from the top of your library until you exile a nonland card that costs less. You may cast it without paying its mana cost. Put the exiled cards on the bottom of your library in a random order. Then do it again.)",7/5,https://scryfall.com/card/cmm/344/maelstrom-wanderer
54,1.0,Pyroblast,U,Instant,4.99,2.86,2.57,0.9,5.79,0.43,106643.0,6.7,{R},Choose one —• Counter target spell if it’s blue.• Destroy target permanent if it’s blue.,,https://scryfall.com/card/pw23/8/pyroblast
55,6.0,Savage Ventmaw,U,Creature,0.79,0.47,0.73,0.18,0.03,0.44,47580.0,6.6,{4}{R}{G},"FlyingWhenever Savage Ventmaw attacks, add{R}{R}{R}{G}{G}{G}. Until end of turn, you don’t lose this mana as steps and phases end.",4/4,https://scryfall.com/card/scd/240/savage-ventmaw
56,3.0,"Birgi, God of Storytelling",R,Creature,12.99,11.13,,,0.25,0.86,105388.0,6.6,{2}{R},"Whenever you cast a spell, add{R}. Until end of turn, you don’t lose this mana as steps and phases end.Creatures you control can boast twice during each of your turns rather than once.",3/3,https://scryfall.com/card/khm/123/birgi-god-of-storytelling-harnfel-horn-of-bounty
57,5.0,Goldspan Dragon,M,Creature,17.99,11.62,18.42,10.49,1.62,0.89,104979.0,6.6,{3}{R}{R},"Flying, hasteWhenever Goldspan Dragon attacks or becomes the target of a spell, create a Treasure token.Treasures you control have “{T}, Sacrifice this artifact: Add two mana of any one color.”",4/4,https://scryfall.com/card/j22/550/goldspan-dragon
58,2.0,Tibalt's Trickery,R,Instant,5.99,5.79,5.52,3.14,0.02,0.72,104635.0,6.6,{1}{R},"Counter target spell. Choose 1, 2, or 3 at random. Its controller mills that many cards, then exiles cards from the top of their library until they exile a nonland card with a different name than that spell. They may cast that card without paying its mana cost. Then they put the exiled cards on the bottom of their library in a random order.",,https://scryfall.com/card/khm/153/tibalts-trickery
59,4.0,Unexpected Windfall,C,Instant,2.29,2.07,2.2,0.76,0.03,0.13,103823.0,6.5,{2}{R}{R},"As an additional cost to cast this spell, discard a card.Draw two cards and create two Treasure tokens.(They’re artifacts with “{T}, Sacrifice this artifact: Add one mana of any color.”)",,https://scryfall.com/card/hbg/192/unexpected-windfall
60,4.0,Anger,U,Creature,5.49,3.35,6.26,0.98,0.07,0.42,102479.0,6.4,{3}{R},"HasteAs long as Anger is in your graveyard and you control a Mountain, creatures you control have haste.",2/2,https://scryfall.com/card/ltc/210/anger
61,3.0,Guttersnipe,C,Creature,0.35,0.15,0.11,0.09,0.03,0.48,102387.0,6.4,{2}{R},"Whenever you cast an instant or sorcery spell, Guttersnipe deals 2 damage to each opponent.",2/2,https://scryfall.com/card/cmm/229/guttersnipe
62,7.0,"Gisela, Blade of Goldnight",R,Creature,3.49,2.69,4.05,1.19,0.02,0.85,46185.0,6.4,{4}{R}{W}{W},"Flying, first strikeIf a source would deal damage to an opponent or a permanent an opponent controls, that source deals double that damage to that player or permanent instead.If a source would deal damage to you or a permanent you control, prevent half that damage, rounded up.",5/5,https://scryfall.com/card/cmm/338/gisela-blade-of-goldnight
63,2.0,Expressive Iteration,U,Sorcery,0.99,1.13,1.47,2.11,0.03,0.31,46773.0,6.3,{U}{R},"Look at the top three cards of your library. Put one of them into your hand, put one of them on the bottom of your library, and exile one of them. You may play the exiled card this turn.",,https://scryfall.com/card/brc/125/expressive-iteration
64,4.0,"Jhoira, Weatherlight Captain",R,Creature,2.49,1.48,2.57,1.13,0.02,0.79,46333.0,6.2,{2}{U}{R},"Whenever you cast a historic spell, draw a card.(Artifacts, legendaries, and Sagas are historic.)",3/3,https://scryfall.com/card/brc/126/jhoira-weatherlight-captain
65,4.0,"Mina and Denn, Wildborn",R,Creature,0.59,0.35,0.26,0.34,0.02,0.21,44032.0,6.2,{2}{R}{G},"You may play an additional land on each of your turns.{R}{G}, Return a land you control to its owner’s hand: Target creature gains trample until end of turn.",4/4,https://scryfall.com/card/plist/1078/mina-and-denn-wildborn
66,4.0,"Kardur, Doomscourge",U,Creature,0.79,0.42,0.73,0.17,0.03,0.49,46907.0,6.1,{2}{B}{R},"When Kardur, Doomscourge enters the battlefield, until your next turn, creatures your opponents control attack each combat if able and attack a player other than you if able.Whenever an attacking creature dies, each opponent loses 1 life and you gain 1 life.",4/3,https://scryfall.com/card/scd/5/kardur-doomscourge
67,3.0,Seething Song,C,Instant,2.79,1.9,2.94,0.3,0.03,0.38,97587.0,6.1,{2}{R},Add{R}{R}{R}{R}{R}.,,https://scryfall.com/card/c21/179/seething-song
68,6.0,Warstorm Surge,R,Enchantment,0.79,0.41,0.73,0.24,0.02,0.58,95801.0,6.0,{5}{R},"Whenever a creature enters the battlefield under your control, it deals damage equal to its power to any target.",,https://scryfall.com/card/40k/209/warstorm-surge
69,7.0,"Etali, Primal Conqueror",R,Creature,17.99,20.0,,,0.28,1.34,42877.0,6.0,{5}{R}{R},"TrampleWhen Etali, Primal Conqueror enters the battlefield, each player exiles cards from the top of their library until they exile a nonland card. You may cast any number of spells from among the nonland cards exiled this way without paying their mana costs.{9}{G/P}: Transform Etali. Activate only as a sorcery.",7/7,https://scryfall.com/card/mom/137/etali-primal-conqueror-etali-primal-sickness
70,6.0,"Miirym, Sentinel Wyrm",R,Creature,1.99,2.05,2.2,1.15,6.66,1.35,21633.0,5.9,{3}{G}{U}{R},"Flying, ward{2}Whenever another nontoken Dragon enters the battlefield under your control, create a token that’s a copy of it, except the token isn’t legendary.",6/6,https://scryfall.com/card/hbg/242/miirym-sentinel-wyrm
71,5.0,Maelstrom Archangel,M,Creature,0.99,0.34,0.73,0.28,0.02,0.34,13331.0,5.9,{W}{U}{B}{R}{G},"FlyingWhenever Maelstrom Archangel deals combat damage to a player, you may cast a spell from your hand without paying its mana cost.",5/5,https://scryfall.com/card/dmc/158/maelstrom-archangel
72,4.0,"Kess, Dissident Mage",M,Creature,0.99,0.63,0.73,0.68,0.03,0.56,23313.0,5.8,{1}{U}{B}{R},"FlyingOnce during each of your turns, you may cast an instant or sorcery spell from your graveyard. If a spell cast this way would be put into your graveyard, exile it instead.",3/4,https://scryfall.com/card/ncc/344/kess-dissident-mage
73,6.0,The Locust God,M,Creature,2.99,1.61,3.68,1.38,0.03,0.81,43096.0,5.8,{4}{U}{R},"FlyingWhenever you draw a card, create a 1/1 blue and red Insect creature token with flying and haste.{2}{U}{R}: Draw a card, then discard a card.When The Locust God dies, return it to its owner’s hand at the beginning of the next end step.",4/4,https://scryfall.com/card/moc/335/the-locust-god
74,3.0,Dualcaster Mage,R,Creature,0.79,0.44,0.73,0.3,0.53,0.5,91932.0,5.8,{1}{R}{R},"FlashWhen Dualcaster Mage enters the battlefield, copy target instant or sorcery spell. You may choose new targets for the copy.",2/2,https://scryfall.com/card/c21/165/dualcaster-mage
75,7.0,"Omnath, Locus of Rage",M,Creature,2.79,1.49,2.94,1.71,0.03,0.58,41098.0,5.7,{3}{R}{R}{G}{G},"Landfall— Whenever a land enters the battlefield under your control, create a 5/5 red and green Elemental creature token.Whenever Omnath, Locus of Rage or another Elemental you control dies, Omnath deals 3 damage to any target.",5/5,https://scryfall.com/card/ea3/17/omnath-locus-of-rage
76,6.0,"Ziatora, the Incinerator",M,Creature,3.99,2.47,4.05,2.66,0.05,0.4,19634.0,5.7,{3}{B}{R}{G},"FlyingAt the beginning of your end step, you may sacrifice another creature. When you do, Ziatora, the Incinerator deals damage equal to that creature’s power to any target and you create three Treasure tokens.",6/6,https://scryfall.com/card/snc/231/ziatora-the-incinerator
77,4.0,Chain Reaction,R,Sorcery,0.49,0.21,0.26,0.16,0.02,0.28,90421.0,5.7,{2}{R}{R},"Chain Reaction deals X damage to each creature, where X is the number of creatures on the battlefield.",,https://scryfall.com/card/onc/97/chain-reaction
78,2.0,Izzet Charm,C,Instant,0.35,0.19,0.11,0.11,0.03,0.19,41258.0,5.5,{U}{R},"Choose one —• Counter target noncreature spell unless its controller pays{2}.• Izzet Charm deals 2 damage to target creature.• Draw two cards, then discard two cards.",,https://scryfall.com/card/ea3/11/izzet-charm
79,5.0,Terror of the Peaks,M,Creature,42.99,31.43,36.85,31.64,2.61,1.08,87860.0,5.5,{3}{R}{R},"FlyingSpells your opponents cast that target Terror of the Peaks cost an additional 3 life to cast.Whenever another creature enters the battlefield under your control, Terror of the Peaks deals damage equal to that creature’s power to any target.",5/4,https://scryfall.com/card/m21/164/terror-of-the-peaks
80,3.0,Wheel of Fortune,R,Sorcery,279.99,257.56,147.43,0.02,2.16,1.16,87835.0,5.5,{2}{R},"Each player discards their hand, then draws seven cards.",,https://scryfall.com/card/30a/179/wheel-of-fortune
81,5.0,Scion of the Ur-Dragon,R,Creature,7.99,7.73,8.84,2.66,0.02,0.78,12507.0,5.5,{W}{U}{B}{R}{G},"Flying{2}: Search your library for a Dragon permanent card and put it into your graveyard. If you do, Scion of the Ur-Dragon becomes a copy of that card until end of turn. Then shuffle.",4/4,https://scryfall.com/card/c17/192/scion-of-the-ur-dragon
82,2.0,Artifact Mutation,R,Instant,0.59,0.4,0.73,0.31,0.18,0.19,39278.0,5.5,{R}{G},"Destroy target artifact. It can’t be regenerated. Create X 1/1 green Saproling creature tokens, where X is that artifact’s mana value.",,https://scryfall.com/card/ncc/326/artifact-mutation
83,3.0,Fires of Yavimaya,U,Enchantment,0.69,0.54,0.73,0.28,0.04,0.16,38772.0,5.4,{1}{R}{G},Creatures you control have haste.Sacrifice Fires of Yavimaya: Target creature gets +2/+2 until end of turn.,,https://scryfall.com/card/scd/228/fires-of-yavimaya
84,3.0,Wheel of Misfortune,R,Sorcery,3.99,4.1,3.68,3.44,5.89,0.73,86134.0,5.4,{2}{R},"Each player secretly chooses a number 0 or greater, then all players reveal those numbers simultaneously and determine the highest and lowest numbers revealed this way. Wheel of Misfortune deals damage equal to the highest number to each player who chose that number. Each player who didn’t choose the lowest number discards their hand, then draws seven cards.",,https://scryfall.com/card/cmr/211/wheel-of-misfortune
85,3.0,Riveteers Ascendancy,R,Enchantment,0.49,0.27,0.26,0.11,0.01,0.17,18384.0,5.4,{B}{R}{G},"Whenever you sacrifice a creature, you may return target creature card with lesser mana value from your graveyard to the battlefield tapped. Do this only once each turn.",,https://scryfall.com/card/snc/216/riveteers-ascendancy
86,7.0,"Klauth, Unrivaled Ancient",M,Creature,24.99,22.51,22.11,16.62,,0.61,38007.0,5.3,{5}{R}{G},"Flying, hasteWhenever Klauth, Unrivaled Ancient attacks, add X mana in any combination of colors, where X is the total power of attacking creatures. Spend this mana only to cast spells. Until end of turn, you don’t lose this mana as steps and phases end.",4/4,https://scryfall.com/card/afc/50/klauth-unrivaled-ancient
87,4.0,"Jodah, Archmage Eternal",R,Creature,0.59,0.53,0.55,0.2,0.02,1.06,12009.0,5.3,{1}{U}{R}{W},FlyingYou may pay{W}{U}{B}{R}{G}rather than pay the mana cost for spells that you cast.,4/3,https://scryfall.com/card/2x2/233/jodah-archmage-eternal
88,2.0,Hull Breach,C,Sorcery,0.79,0.65,0.73,0.34,0.04,0.19,37718.0,5.3,{R}{G},Choose one —• Destroy target artifact.• Destroy target enchantment.• Destroy target artifact and target enchantment.,,https://scryfall.com/card/40k/224/hull-breach
89,3.0,"Krenko, Tin Street Kingpin",R,Creature,0.99,0.46,1.47,0.45,0.02,0.34,84026.0,5.3,{2}{R},"Whenever Krenko, Tin Street Kingpin attacks, put a +1/+1 counter on it, then create a number of 1/1 red Goblin creature tokens equal to Krenko’s power.",1/2,https://scryfall.com/card/moc/287/krenko-tin-street-kingpin
90,8.0,Conflux,R,Sorcery,2.99,3.29,2.94,0.98,0.02,0.29,11970.0,5.3,{3}{W}{U}{B}{R}{G},"Search your library for a white card, a blue card, a black card, a red card, and a green card. Reveal those cards, put them into your hand, then shuffle.",,https://scryfall.com/card/a25/202/conflux
91,5.0,"Xenagos, God of Revels",M,Creature,5.99,3.31,5.89,4.05,0.08,0.66,37540.0,5.2,{3}{R}{G},"IndestructibleAs long as your devotion to red and green is less than seven, Xenagos isn’t a creature.At the beginning of combat on your turn, another target creature you control gains haste and gets +X/+X until end of turn, where X is that creature’s power.",6/5,https://scryfall.com/card/lcc/295/xenagos-god-of-revels
