,CMC,Name,Rarity,Type_x,Card Kingdom ($),TCGPlayer ($),Face to Face ($),Cardmarket (€),Cardhoarder (Event Ticket - TIX),Salt,Decks,Inclusion,Mana Cost,Text,Stats,URL
26,5.0,Force of Will,M,Instant,69.99,49.39,58.97,13.77,6.49,1.94,182196.0,11.1,{3}{U}{U},You may pay 1 life and exile a blue card from your hand rather than pay this spell’s mana cost.Counter target spell.,,https://scryfall.com/card/dmr/50/force-of-will
27,2.0,Reality Shift,U,Instant,0.49,0.32,0.26,0.27,0.02,0.33,167655.0,10.2,{1}{U},"Exile target creature. Its controller manifests the top card of their library.(That player puts the top card of their library onto the battlefield face down as a 2/2 creature. If it’s a creature card, it can be turned face up any time for its mana cost.)",,https://scryfall.com/card/woc/104/reality-shift
28,1.0,Opt,C,Instant,0.35,0.07,0.11,0.02,0.03,0.12,160184.0,9.7,{U},Scry 1.Draw a card.,,https://scryfall.com/card/woc/101/opt
29,2.0,Goblin Electromancer,C,Creature,0.35,0.11,0.11,0.06,0.03,0.24,71716.0,9.6,{U}{R},Instant and sorcery spells you cast cost{1}less to cast.,2/2,https://scryfall.com/card/ncc/341/goblin-electromancer
30,2.0,Coiling Oracle,C,Creature,0.35,0.09,0.11,0.09,0.03,0.12,69299.0,9.5,{G}{U},"When Coiling Oracle enters the battlefield, reveal the top card of your library. If it’s a land card, put it onto the battlefield. Otherwise, put that card into your hand.",1/1,https://scryfall.com/card/dmc/147/coiling-oracle
31,1.0,Rapid Hybridization,U,Instant,2.29,2.0,1.84,1.74,0.02,0.39,155426.0,9.5,{U},Destroy target creature. It can’t be regenerated. That creature’s controller creates a 3/3 green Frog Lizard creature token.,,https://scryfall.com/card/lcc/166/rapid-hybridization
32,4.0,Notion Thief,R,Creature,2.29,0.7,2.2,1.34,0.02,1.72,79955.0,9.3,{2}{U}{B},"FlashIf an opponent would draw a card except the first one they draw in each of their draw steps, instead that player skips that draw and you draw a card.",3/1,https://scryfall.com/card/ltc/270/notion-thief
33,3.0,Force of Negation,R,Instant,47.99,39.78,33.9,40.83,27.27,1.8,152796.0,9.3,{1}{U}{U},"If it’s not your turn, you may exile a blue card from your hand rather than pay this spell’s mana cost.Counter target noncreature spell. If that spell is countered this way, exile it instead of putting it into its owner’s graveyard.",,https://scryfall.com/card/2x2/50/force-of-negation
34,3.0,Villainous Wealth,R,Sorcery,0.79,0.46,0.73,0.19,0.02,0.81,34531.0,9.1,{X}{B}{G}{U},Target opponent exiles the top X cards of their library. You may cast any number of spells with mana value X or less from among them without paying their mana costs.,,https://scryfall.com/card/2x2/292/villainous-wealth
35,5.0,Maelstrom Nexus,M,Enchantment,0.99,0.67,1.1,0.5,0.02,0.56,20645.0,9.1,{W}{U}{B}{R}{G},"The first spell you cast each turn has cascade.(When you cast your first spell, exile cards from the top of your library until you exile a nonland card that costs less. You may cast it without paying its mana cost. Put the exiled cards on the bottom of your library in a random order.)",,https://scryfall.com/card/dmc/159/maelstrom-nexus
36,4.0,Fact or Fiction,U,Instant,0.35,0.09,0.18,0.06,0.03,0.19,147976.0,9.0,{3}{U},Reveal the top five cards of your library. An opponent separates those cards into two piles. Put one pile into your hand and the other into your graveyard.,,https://scryfall.com/card/woc/90/fact-or-fiction
37,6.0,"Niv-Mizzet, Parun",R,Creature,2.99,2.3,2.94,1.14,0.02,1.21,65137.0,8.7,{U}{U}{U}{R}{R}{R},"This spell can’t be countered.FlyingWhenever you draw a card, Niv-Mizzet, Parun deals 1 damage to any target.Whenever a player casts an instant or sorcery spell, you draw a card.",5/5,https://scryfall.com/card/rvr/207/niv-mizzet-parun
38,5.0,Sanctum of All,R,Enchantment,1.79,0.62,1.84,0.8,0.02,0.91,18673.0,8.2,{W}{U}{B}{R}{G},"At the beginning of your upkeep, you may search your library and/or graveyard for a Shrine card and put it onto the battlefield. If you search your library this way, shuffle.If an ability of another Shrine you control triggers while you control six or more Shrines, that ability triggers an additional time.",,https://scryfall.com/card/m21/225/sanctum-of-all
39,4.0,Archmage Emeritus,R,Creature,4.99,3.25,5.15,2.91,0.03,0.47,134526.0,8.2,{2}{U}{U},"Magecraft— Whenever you cast or copy an instant or sorcery spell, draw a card.",2/2,https://scryfall.com/card/stx/37/archmage-emeritus
40,2.0,Thassa's Oracle,R,Creature,15.99,12.71,16.21,9.29,0.95,2.72,133259.0,8.1,{U}{U},"When Thassa’s Oracle enters the battlefield, look at the top X cards of your library, where X is your devotion to blue. Put up to one of them on top of your library and the rest on the bottom of your library in a random order. If X is greater than or equal to the number of cards in your library, you win the game.(Each{U}in the mana costs of permanents you control counts toward your devotion to blue.)",1/3,https://scryfall.com/card/thb/73/thassas-oracle
41,5.0,Time Wipe,R,Sorcery,0.49,0.11,0.26,0.16,0.02,0.53,59083.0,7.9,{2}{W}{W}{U},"Return a creature you control to its owner’s hand, then destroy all creatures.",,https://scryfall.com/card/who/238/time-wipe
42,4.0,Spark Double,R,Creature,5.99,5.48,6.26,3.44,0.28,0.56,127015.0,7.7,{3}{U},"You may have Spark Double enter the battlefield as a copy of a creature or planeswalker you control, except it enters with an additional +1/+1 counter on it if it’s a creature, it enters with an additional loyalty counter on it if it’s a planeswalker, and it isn’t legendary.",0/0,https://scryfall.com/card/cmm/856/spark-double
43,3.0,Brokers Ascendancy,R,Enchantment,0.99,1.08,0.73,0.77,0.01,0.29,29675.0,7.6,{G}{W}{U},"At the beginning of your end step, put a +1/+1 counter on each creature you control and a loyalty counter on each planeswalker you control.",,https://scryfall.com/card/snc/170/brokers-ascendancy
44,7.0,Genesis Ultimatum,R,Sorcery,1.49,0.95,2.2,0.64,0.02,0.47,27409.0,7.5,{G}{G}{U}{U}{U}{R}{R},Look at the top five cards of your library. Put any number of permanent cards from among them onto the battlefield and the rest into your hand. Exile Genesis Ultimatum.,,https://scryfall.com/card/iko/189/genesis-ultimatum
45,5.0,Mulldrifter,U,Creature,0.39,0.22,0.55,0.23,0.03,0.21,123358.0,7.5,{4}{U},"FlyingWhen Mulldrifter enters the battlefield, draw two cards.Evoke{2}{U}(You may cast this spell for its evoke cost. If you do, it’s sacrificed when it enters the battlefield.)",2/2,https://scryfall.com/card/2x2/60/mulldrifter
46,7.0,Tiamat,M,Creature,7.99,5.52,8.1,4.92,0.12,0.54,17052.0,7.5,{2}{W}{U}{B}{R}{G},"FlyingWhen Tiamat enters the battlefield, if you cast it, search your library for up to five Dragon cards not named Tiamat that each have different names, reveal them, put them into your hand, then shuffle.",7/7,https://scryfall.com/card/afr/235/tiamat
47,5.0,Sliver Hivelord,M,Creature,3.99,2.03,5.15,3.29,0.2,1.35,16839.0,7.4,{W}{U}{B}{R}{G},Sliver creatures you control have indestructible.(Damage and effects that say “destroy” don’t destroy them.),5/5,https://scryfall.com/card/cmm/937/sliver-hivelord
48,6.0,The Kami War,M,Enchantment,3.49,3.18,,,0.09,0.32,16676.0,7.3,{1}{W}{U}{B}{R}{G},"(As this Saga enters and after your draw step, add a lore counter.)I — Exile target nonland permanent an opponent controls.II — Return up to one other target nonland permanent to its owner’s hand. Then each opponent discards a card.III — Exile this Saga, then return it to the battlefield transformed under your control.",6/6,https://scryfall.com/card/neo/227/the-kami-war-o-kagachi-made-manifest
49,2.0,Drown in the Loch,U,Instant,1.49,0.98,1.47,0.73,0.03,0.38,61878.0,7.2,{U}{B},Choose one —• Counter target spell with mana value less than or equal to the number of cards in its controller’s graveyard.• Destroy target creature with mana value less than or equal to the number of cards in its controller’s graveyard.,,https://scryfall.com/card/pw23/4/drown-in-the-loch
50,5.0,Surrak Dragonclaw,M,Creature,2.79,1.62,2.57,0.86,0.02,0.34,25529.0,7.0,{2}{G}{U}{R},FlashThis spell can’t be countered.Creature spells you control can’t be countered.Other creatures you control have trample.,6/6,https://scryfall.com/card/dmc/169/surrak-dragonclaw
51,3.0,"Oko, Thief of Crowns",M,Planeswalker,18.99,16.31,19.16,14.15,1.05,1.77,50761.0,7.0,{1}{G}{U},"+2: Create a Food token.(It’s an artifact with “{2},{T}, Sacrifice this artifact: You gain 3 life.”)+1: Target artifact or creature loses all abilities and becomes a green Elk creature with base power and toughness 3/3.−5: Exchange control of target artifact or creature you control and target creature an opponent controls with power 3 or less.",Loyalty: 4,https://scryfall.com/card/eld/197/oko-thief-of-crowns
52,3.0,"Narset, Parter of Veils",U,Planeswalker,1.29,0.87,0.73,0.69,0.18,2.04,114155.0,6.9,{1}{U}{U},"Each opponent can’t draw more than one card each turn.−2: Look at the top four cards of your library. You may reveal a noncreature, nonland card from among them and put it into your hand. Put the rest on the bottom of your library in a random order.",Loyalty: 5,https://scryfall.com/card/cmm/853/narset-parter-of-veils
53,6.0,Two-Headed Hellkite,R,Creature,7.99,4.95,7.0,5.78,0.3,0.18,15521.0,6.8,{1}{W}{U}{B}{R}{G},"Flying, menace, hasteWhenever Two-Headed Hellkite attacks, draw two cards.",5/5,https://scryfall.com/card/dmc/14/two-headed-hellkite
54,5.0,Sliver Legion,M,Creature,27.99,39.32,22.11,24.03,0.02,1.06,15350.0,6.7,{W}{U}{B}{R}{G},All Sliver creatures get +1/+1 for each other Sliver on the battlefield.,7/7,https://scryfall.com/card/tsr/261/sliver-legion
55,3.0,Jeskai Ascendancy,R,Enchantment,1.29,0.65,0.73,0.51,0.02,0.42,24419.0,6.7,{U}{R}{W},"Whenever you cast a noncreature spell, creatures you control get +1/+1 until end of turn. Untap those creatures.Whenever you cast a noncreature spell, you may draw a card. If you do, discard a card.",,https://scryfall.com/card/2x2/231/jeskai-ascendancy
56,8.0,Maelstrom Wanderer,R,Creature,2.29,1.4,2.2,1.43,1.29,0.85,24486.0,6.7,{5}{G}{U}{R},"Creatures you control have haste.Cascade, cascade(When you cast this spell, exile cards from the top of your library until you exile a nonland card that costs less. You may cast it without paying its mana cost. Put the exiled cards on the bottom of your library in a random order. Then do it again.)",7/5,https://scryfall.com/card/cmm/344/maelstrom-wanderer
57,1.0,Flusterstorm,R,Instant,23.99,16.67,22.11,10.98,6.2,0.77,109036.0,6.6,{U},"Counter target instant or sorcery spell unless its controller pays{1}.Storm(When you cast this spell, copy it for each spell cast before it this turn. You may choose new targets for the copies.)",,https://scryfall.com/card/plist/1181/flusterstorm
58,3.0,Fabricate,U,Sorcery,5.49,3.99,4.42,1.26,0.03,0.6,107490.0,6.5,{2}{U},"Search your library for an artifact card, reveal it, put it into your hand, then shuffle.",,https://scryfall.com/card/40k/181/fabricate
59,2.0,Dramatic Reversal,C,Instant,0.99,0.47,0.73,0.6,0.03,1.0,106940.0,6.5,{1}{U},Untap all nonland permanents you control.,,https://scryfall.com/card/p30a/24/dramatic-reversal
60,7.0,Hullbreaker Horror,R,Creature,2.99,1.97,2.94,1.48,0.61,1.58,106625.0,6.5,{5}{U}{U},"FlashThis spell can’t be countered.Whenever you cast a spell, choose up to one —• Return target spell you don’t control to its owner’s hand.• Return target nonland permanent to its owner’s hand.",7/8,https://scryfall.com/card/woc/95/hullbreaker-horror
61,2.0,Expressive Iteration,U,Sorcery,0.99,1.13,1.47,2.11,0.03,0.31,46773.0,6.3,{U}{R},"Look at the top three cards of your library. Put one of them into your hand, put one of them on the bottom of your library, and exile one of them. You may play the exiled card this turn.",,https://scryfall.com/card/brc/125/expressive-iteration
62,5.0,Kindred Discovery,R,Enchantment,4.99,4.38,5.15,3.96,0.1,0.47,102603.0,6.2,{3}{U}{U},"As Kindred Discovery enters the battlefield, choose a creature type.Whenever a creature you control of the chosen type enters the battlefield or attacks, draw a card.",,https://scryfall.com/card/lcc/159/kindred-discovery
63,8.0,Dig Through Time,R,Instant,0.49,0.23,0.26,0.22,0.02,0.29,101897.0,6.2,{6}{U}{U},Delve(Each card you exile from your graveyard while casting this spell pays for{1}.)Look at the top seven cards of your library. Put two of them into your hand and the rest on the bottom of your library in any order.,,https://scryfall.com/card/woc/88/dig-through-time
64,4.0,"Jhoira, Weatherlight Captain",R,Creature,2.49,1.48,2.57,1.13,0.02,0.79,46333.0,6.2,{2}{U}{R},"Whenever you cast a historic spell, draw a card.(Artifacts, legendaries, and Sagas are historic.)",3/3,https://scryfall.com/card/brc/126/jhoira-weatherlight-captain
65,8.0,Treasure Cruise,C,Sorcery,0.39,0.25,0.18,0.13,0.03,0.32,101809.0,6.2,{7}{U},Delve(Each card you exile from your graveyard while casting this spell pays for{1}.)Draw three cards.,,https://scryfall.com/card/ncc/237/treasure-cruise
66,3.0,Solve the Equation,U,Sorcery,2.99,1.92,2.94,1.9,0.03,0.48,101115.0,6.2,{2}{U},"Search your library for an instant or sorcery card, reveal it, put it into your hand, then shuffle.",,https://scryfall.com/card/stx/54/solve-the-equation
67,6.0,"Aesi, Tyrant of Gyre Strait",M,Creature,23.99,17.09,24.32,18.4,,1.05,44549.0,6.1,{4}{G}{U},"You may play an additional land on each of your turns.Landfall— Whenever a land enters the battlefield under your control, you may draw a card.",5/5,https://scryfall.com/card/cmr/365/aesi-tyrant-of-gyre-strait
68,4.0,Bident of Thassa,R,Artifact,0.79,1.02,1.47,0.71,0.02,0.34,100079.0,6.1,{2}{U}{U},"Whenever a creature you control deals combat damage to a player, you may draw a card.{1}{U},{T}: Creatures your opponents control attack this turn if able.",,https://scryfall.com/card/lcc/146/bident-of-thassa
69,3.0,"Teferi, Time Raveler",R,Planeswalker,10.99,10.13,13.26,12.21,6.41,1.85,45486.0,6.1,{1}{W}{U},"Each opponent can cast spells only any time they could cast a sorcery.+1: Until your next turn, you may cast sorcery spells as though they had flash.−3: Return up to one target artifact, creature, or enchantment to its owner’s hand. Draw a card.",Loyalty: 4,https://scryfall.com/card/sld/252/teferi-time-raveler
70,3.0,Soulherder,U,Creature,0.99,0.61,0.73,0.48,0.04,0.43,45311.0,6.1,{1}{W}{U},"Whenever a creature is exiled from the battlefield, put a +1/+1 counter on Soulherder.At the beginning of your end step, you may exile another target creature you control, then return that card to the battlefield under its owner’s control.",1/1,https://scryfall.com/card/j21/718/soulherder
71,2.0,Neoform,U,Sorcery,0.79,0.83,0.73,0.44,0.03,0.49,44079.0,6.0,{G}{U},"As an additional cost to cast this spell, sacrifice a creature.Search your library for a creature card with mana value equal to 1 plus the sacrificed creature’s mana value, put that card onto the battlefield with an additional +1/+1 counter on it, then shuffle.",,https://scryfall.com/card/war/206/neoform
72,3.0,Sultai Charm,U,Instant,0.35,0.11,0.18,0.09,0.03,0.11,22634.0,6.0,{B}{G}{U},"Choose one —• Destroy target monocolored creature.• Destroy target artifact or enchantment.• Draw two cards, then discard a card.",,https://scryfall.com/card/dmc/168/sultai-charm
73,6.0,"Miirym, Sentinel Wyrm",R,Creature,1.99,2.05,2.2,1.15,6.66,1.35,21633.0,5.9,{3}{G}{U}{R},"Flying, ward{2}Whenever another nontoken Dragon enters the battlefield under your control, create a token that’s a copy of it, except the token isn’t legendary.",6/6,https://scryfall.com/card/hbg/242/miirym-sentinel-wyrm
74,2.0,Resculpt,C,Instant,0.35,0.15,0.11,0.17,0.03,0.21,96895.0,5.9,{1}{U},Exile target artifact or creature. Its controller creates a 4/4 blue and red Elemental creature token.,,https://scryfall.com/card/cmm/115/resculpt
75,2.0,Etherium Sculptor,C,Creature,0.59,0.38,0.55,0.27,0.03,0.24,96512.0,5.9,{1}{U},Artifact spells you cast cost{1}less to cast.,1/2,https://scryfall.com/card/brc/82/etherium-sculptor
76,5.0,Maelstrom Archangel,M,Creature,0.99,0.34,0.73,0.28,0.02,0.34,13331.0,5.9,{W}{U}{B}{R}{G},"FlyingWhenever Maelstrom Archangel deals combat damage to a player, you may cast a spell from your hand without paying its mana cost.",5/5,https://scryfall.com/card/dmc/158/maelstrom-archangel
77,2.0,Kiora's Follower,U,Creature,0.49,0.19,0.18,0.24,0.02,0.29,42764.0,5.9,{G}{U},{T}: Untap another target permanent.,2/2,https://scryfall.com/card/lcc/273/kioras-follower
78,6.0,"Muldrotha, the Gravetide",M,Creature,3.49,3.12,3.68,2.35,0.02,1.08,22160.0,5.8,{3}{B}{G}{U},"During each of your turns, you may play a land and cast a permanent spell of each permanent type from your graveyard.(If a card has multiple permanent types, choose one as you play it.)",6/6,https://scryfall.com/card/2x2/258/muldrotha-the-gravetide
79,4.0,"Kess, Dissident Mage",M,Creature,0.99,0.63,0.73,0.68,0.03,0.56,23313.0,5.8,{1}{U}{B}{R},"FlyingOnce during each of your turns, you may cast an instant or sorcery spell from your graveyard. If a spell cast this way would be put into your graveyard, exile it instead.",3/4,https://scryfall.com/card/ncc/344/kess-dissident-mage
80,6.0,The Locust God,M,Creature,2.99,1.61,3.68,1.38,0.03,0.81,43096.0,5.8,{4}{U}{R},"FlyingWhenever you draw a card, create a 1/1 blue and red Insect creature token with flying and haste.{2}{U}{R}: Draw a card, then discard a card.When The Locust God dies, return it to its owner’s hand at the beginning of the next end step.",4/4,https://scryfall.com/card/moc/335/the-locust-god
81,4.0,Reconnaissance Mission,U,Enchantment,0.79,0.45,0.73,0.34,0.02,0.17,94685.0,5.8,{2}{U}{U},"Whenever a creature you control deals combat damage to a player, you may draw a card.Cycling{2}({2}, Discard this card: Draw a card.)",,https://scryfall.com/card/woc/105/reconnaissance-mission
82,4.0,Teferi's Ageless Insight,R,Enchantment,4.99,3.65,4.05,3.11,0.02,0.53,93192.0,5.7,{2}{U}{U},"If you would draw a card except the first one you draw in each of your draw steps, draw two cards instead.",,https://scryfall.com/card/m21/76/teferis-ageless-insight
83,7.0,Sea Gate Restoration,M,Sorcery,29.99,20.66,,,5.73,0.4,92514.0,5.6,{4}{U}{U}{U},Draw cards equal to the number of cards in your hand plus one. You have no maximum hand size for the rest of the game.,,https://scryfall.com/card/znr/76/sea-gate-restoration-sea-gate-reborn
84,3.0,Bant Charm,U,Instant,0.35,0.09,0.18,0.11,0.03,0.19,21698.0,5.6,{G}{W}{U},Choose one —• Destroy target artifact.• Put target creature on the bottom of its owner’s library.• Counter target instant spell.,,https://scryfall.com/card/2x2/181/bant-charm
85,1.0,Dispel,C,Instant,0.35,0.19,0.11,0.17,0.03,0.36,91734.0,5.6,{U},Counter target instant spell.,,https://scryfall.com/card/ea2/10/dispel
86,3.0,Ghostly Flicker,C,Instant,0.49,0.24,0.55,0.42,0.03,0.27,90776.0,5.5,{2}{U},"Exile two target artifacts, creatures, and/or lands you control, then return those cards to the battlefield under your control.",,https://scryfall.com/card/cmm/98/ghostly-flicker
87,2.0,Izzet Charm,C,Instant,0.35,0.19,0.11,0.11,0.03,0.19,41258.0,5.5,{U}{R},"Choose one —• Counter target noncreature spell unless its controller pays{2}.• Izzet Charm deals 2 damage to target creature.• Draw two cards, then discard two cards.",,https://scryfall.com/card/ea3/11/izzet-charm
88,2.0,Snap,C,Instant,0.79,0.67,0.55,0.55,0.27,0.43,90605.0,5.5,{1}{U},Return target creature to its owner’s hand. Untap up to two lands.,,https://scryfall.com/card/woc/110/snap
89,5.0,Reflections of Littjara,R,Enchantment,0.69,0.49,1.1,0.74,0.02,0.51,90399.0,5.5,{4}{U},"As Reflections of Littjara enters the battlefield, choose a creature type.Whenever you cast a spell of the chosen type, copy that spell.(A copy of a permanent spell becomes a token.)",,https://scryfall.com/card/lcc/168/reflections-of-littjara
90,5.0,Scion of the Ur-Dragon,R,Creature,7.99,7.73,8.84,2.66,0.02,0.78,12507.0,5.5,{W}{U}{B}{R}{G},"Flying{2}: Search your library for a Dragon permanent card and put it into your graveyard. If you do, Scion of the Ur-Dragon becomes a copy of that card until end of turn. Then shuffle.",4/4,https://scryfall.com/card/c17/192/scion-of-the-ur-dragon
91,2.0,Muddle the Mixture,C,Instant,4.49,3.36,4.05,1.87,0.03,0.5,89177.0,5.4,{U}{U},"Counter target instant or sorcery spell.Transmute{1}{U}{U}({1}{U}{U}, Discard this card: Search your library for a card with the same mana value as this card, reveal it, put it into your hand, then shuffle. Transmute only as a sorcery.)",,https://scryfall.com/card/sld/1254/muddle-the-mixture
92,2.0,Dance of the Manse,R,Sorcery,0.69,0.7,0.55,0.24,0.02,0.3,40394.0,5.4,{X}{W}{U},"Return up to X target artifact and/or non-Aura enchantment cards each with mana value X or less from your graveyard to the battlefield. If X is 6 or more, those permanents are 4/4 creatures in addition to their other types.",,https://scryfall.com/card/nec/136/dance-of-the-manse
93,6.0,Consecrated Sphinx,M,Creature,21.99,17.29,19.16,14.0,0.02,1.65,88559.0,5.4,{4}{U}{U},"FlyingWhenever an opponent draws a card, you may draw two cards.",4/6,https://scryfall.com/card/2x2/43/consecrated-sphinx
94,2.0,Simic Ascendancy,R,Enchantment,1.49,0.47,1.1,0.26,0.02,0.59,38680.0,5.3,{G}{U},"{1}{G}{U}: Put a +1/+1 counter on target creature you control.Whenever one or more +1/+1 counters are put on a creature you control, put that many growth counters on Simic Ascendancy.At the beginning of your upkeep, if Simic Ascendancy has twenty or more growth counters on it, you win the game.",,https://scryfall.com/card/lcc/288/simic-ascendancy
95,4.0,"Jodah, Archmage Eternal",R,Creature,0.59,0.53,0.55,0.2,0.02,1.06,12009.0,5.3,{1}{U}{R}{W},FlyingYou may pay{W}{U}{B}{R}{G}rather than pay the mana cost for spells that you cast.,4/3,https://scryfall.com/card/2x2/233/jodah-archmage-eternal
