,CMC,Name,Rarity,Type_x,Card Kingdom ($),TCGPlayer ($),Face to Face ($),Cardmarket (€),Cardhoarder (Event Ticket - TIX),Salt,Decks,Inclusion,Mana Cost,Text,Stats,URL
68,5.0,Revel in Riches,R,Enchantment,12.99,8.9,12.52,6.22,0.02,1.22,71121.0,4.1,{4}{B},"Whenever a creature an opponent controls dies, create a Treasure token.(It’s an artifact with “{T}, Sacrifice this artifact: Add one mana of any color.”)At the beginning of your upkeep, if you control ten or more Treasures, you win the game.",,https://scryfall.com/card/mb1/755/revel-in-riches
69,7.0,Butcher of Malakir,R,Creature,0.49,0.18,0.36,0.18,0.02,0.93,70672.0,4.1,{5}{B}{B},"FlyingWhenever Butcher of Malakir or another creature you control dies, each opponent sacrifices a creature.",5/4,https://scryfall.com/card/lcc/187/butcher-of-malakir
70,4.0,Brutal Hordechief,M,Creature,1.99,1.27,2.2,0.97,0.02,0.35,15355.0,4.0,{3}{B},"Whenever a creature you control attacks, defending player loses 1 life and you gain 1 life.{3}{R/W}{R/W}: Creatures your opponents control block this turn if able, and you choose how those creatures block.",3/3,https://scryfall.com/card/c16/108/brutal-hordechief
71,2.0,Tainted Pact,R,Instant,13.99,11.16,13.26,10.48,0.57,1.6,68853.0,4.0,{1}{B},"Exile the top card of your library. You may put that card into your hand unless it has the same name as another card exiled this way. Repeat this process until you put a card into your hand or you exile two cards with the same name, whichever comes first.",,https://scryfall.com/card/sta/33/tainted-pact
72,8.0,"Vilis, Broker of Blood",R,Creature,8.49,7.21,8.1,5.82,0.02,0.8,68158.0,4.0,{5}{B}{B}{B},"Flying{B}, Pay 2 life: Target creature gets -1/-1 until end of turn.Whenever you lose life, draw that many cards.(Damage causes loss of life.)",8/8,https://scryfall.com/card/gn3/63/vilis-broker-of-blood
73,4.0,"Sheoldred, the Apocalypse",M,Creature,94.99,75.24,99.51,68.0,25.53,2.14,68059.0,4.0,{2}{B}{B},"DeathtouchWhenever you draw a card, you gain 2 life.Whenever an opponent draws a card, they lose 2 life.",4/5,https://scryfall.com/card/dmu/107/sheoldred-the-apocalypse
74,6.0,"Liliana, Dreadhorde General",M,Planeswalker,19.99,16.32,16.95,13.49,0.14,0.81,68018.0,4.0,{4}{B}{B},"Whenever a creature you control dies, draw a card.+1: Create a 2/2 black Zombie creature token.−4: Each player sacrifices two creatures.−9: Each opponent chooses a permanent they control of each permanent type and sacrifices the rest.",Loyalty: 6,https://scryfall.com/card/sld/510/liliana-dreadhorde-general
75,6.0,Massacre Wurm,M,Creature,3.99,2.04,3.68,2.78,0.02,0.81,67769.0,3.9,{3}{B}{B}{B},"When Massacre Wurm enters the battlefield, creatures your opponents control get -2/-2 until end of turn.Whenever a creature an opponent controls dies, that player loses 2 life.",6/5,https://scryfall.com/card/moc/256/massacre-wurm
76,4.0,Mirkwood Bats,C,Creature,0.59,0.36,0.36,0.19,0.01,0.75,67213.0,3.9,{3}{B},"FlyingWhenever you create or sacrifice a token, each opponent loses 1 life.",2/3,https://scryfall.com/card/ltr/95/mirkwood-bats
77,1.0,Demonic Consultation,U,Instant,11.99,11.47,13.26,8.62,0.82,1.97,67008.0,3.9,{B},"Choose a card name. Exile the top six cards of your library, then reveal cards from the top of your library until you reveal a card with the chosen name. Put that card into your hand and exile all other cards revealed this way.",,https://scryfall.com/card/sld/1127/demonic-consultation
78,2.0,Bitterblossom,M,Enchantment,16.99,12.98,18.42,13.52,0.09,0.48,66590.0,3.9,{1}{B},"At the beginning of your upkeep, you lose 1 life and create a 1/1 black Faerie Rogue creature token with flying.",,https://scryfall.com/card/wot/27/bitterblossom
79,4.0,"Yawgmoth, Thran Physician",M,Creature,15.99,12.87,16.21,16.89,5.47,1.23,66119.0,3.8,{2}{B}{B},"Protection from HumansPay 1 life, Sacrifice another creature: Put a -1/-1 counter on up to one target creature and draw a card.{B}{B}, Discard a card: Proliferate.(Choose any number of permanents and/or players, then give each another counter of each kind already there.)",2/4,https://scryfall.com/card/dmr/110/yawgmoth-thran-physician
80,3.0,Mythos of Nethroi,R,Instant,0.49,0.22,0.26,0.27,0.02,0.14,13982.0,3.8,{2}{B},Destroy target nonland permanent if it’s a creature or if{G}{W}was spent to cast this spell.,,https://scryfall.com/card/iko/97/mythos-of-nethroi
81,5.0,Patriarch's Bidding,R,Sorcery,3.49,1.88,2.94,0.99,0.02,0.45,65548.0,3.8,{3}{B}{B},Each player chooses a creature type. Each player returns all creature cards of a type chosen this way from their graveyard to the battlefield.,,https://scryfall.com/card/mh2/275/patriarchs-bidding
82,7.0,Peer into the Abyss,R,Sorcery,3.49,2.84,4.05,1.17,0.03,1.08,64655.0,3.8,{4}{B}{B}{B},Target player draws cards equal to half the number of cards in their library and loses half their life. Round up each time.,,https://scryfall.com/card/m21/117/peer-into-the-abyss
83,3.0,"Ayara, First of Locthwain",R,Creature,1.99,1.51,2.2,0.81,0.02,0.32,64376.0,3.7,{B}{B}{B},"Whenever Ayara, First of Locthwain or another black creature enters the battlefield under your control, each opponent loses 1 life and you gain 1 life.{T}, Sacrifice another black creature: Draw a card.",2/3,https://scryfall.com/card/mul/13/ayara-first-of-locthwain
84,4.0,Grave Pact,M,Enchantment,8.99,8.25,10.31,8.22,0.02,1.66,64094.0,3.7,{1}{B}{B}{B},"Whenever a creature you control dies, each other player sacrifices a creature.",,https://scryfall.com/card/wot/29/grave-pact
85,2.0,Orcish Bowmasters,R,Creature,49.99,40.04,51.6,36.1,38.21,1.89,64008.0,3.7,{1}{B},"FlashWhen Orcish Bowmasters enters the battlefield and whenever an opponent draws a card except the first one they draw in each of their draw steps, Orcish Bowmasters deals 1 damage to any target. Then amass Orcs 1.",1/1,https://scryfall.com/card/ltr/103/orcish-bowmasters
86,1.0,Tragic Slip,C,Instant,0.39,0.17,0.18,0.17,0.03,0.22,63992.0,3.7,{B},Target creature gets -1/-1 until end of turn.Morbid— That creature gets -13/-13 until end of turn instead if a creature died this turn.,,https://scryfall.com/card/cmm/192/tragic-slip
87,2.0,Plumb the Forbidden,U,Instant,2.29,1.83,2.2,1.64,0.03,0.18,63777.0,3.7,{1}{B},"As an additional cost to cast this spell, you may sacrifice one or more creatures. When you do, copy this spell for each creature sacrificed this way.You draw a card and you lose 1 life.",,https://scryfall.com/card/stx/81/plumb-the-forbidden
88,7.0,"Toxrill, the Corrosive",M,Creature,15.99,12.59,16.21,14.15,0.14,1.94,31510.0,3.7,{5}{B}{B},"At the beginning of each end step, put a slime counter on each creature you don’t control.Creatures you don’t control get -1/-1 for each slime counter on them.Whenever a creature you don’t control with a slime counter on it dies, create a 1/1 black Slug creature token.{U}{B}, Sacrifice a Slug: Draw a card.",7/7,https://scryfall.com/card/dbl/399/toxrill-the-corrosive
89,5.0,Ad Nauseam,R,Instant,20.99,15.84,14.74,5.35,0.02,1.74,62645.0,3.6,{3}{B}{B},Reveal the top card of your library and put that card into your hand. You lose life equal to its mana value. You may repeat this process any number of times.,,https://scryfall.com/card/2xm/76/ad-nauseam
90,4.0,Whip of Erebos,R,Artifact,10.99,10.29,13.26,6.66,0.02,0.33,62204.0,3.6,{2}{B}{B},"Creatures you control have lifelink.{2}{B}{B},{T}: Return target creature card from your graveyard to the battlefield. It gains haste. Exile it at the beginning of the next end step. If it would leave the battlefield, exile it instead of putting it anywhere else. Activate only as a sorcery.",,https://scryfall.com/card/cp2/5/whip-of-erebos
91,3.0,Painful Truths,R,Sorcery,0.49,0.16,0.26,0.16,0.02,0.11,62004.0,3.6,{2}{B},"Converge— You draw X cards and you lose X life, where X is the number of colors of mana spent to cast this spell.",,https://scryfall.com/card/moc/262/painful-truths
92,1.0,Culling the Weak,C,Instant,9.49,8.38,8.84,5.23,0.15,0.49,61664.0,3.6,{B},"As an additional cost to cast this spell, sacrifice a creature.Add{B}{B}{B}{B}.",,https://scryfall.com/card/exo/55/culling-the-weak
93,6.0,Noxious Gearhulk,M,Creature,0.99,0.36,0.73,0.4,0.02,0.28,60500.0,3.5,{4}{B}{B},"MenaceWhen Noxious Gearhulk enters the battlefield, you may destroy another target creature. If a creature is destroyed this way, you gain life equal to its toughness.",5/4,https://scryfall.com/card/moc/260/noxious-gearhulk
94,1.0,Unearth,C,Sorcery,0.49,0.22,0.18,0.17,0.04,0.19,60370.0,3.5,{B},"Return target creature card with mana value 3 or less from your graveyard to the battlefield.Cycling{2}({2}, Discard this card: Draw a card.)",,https://scryfall.com/card/ha7/8/unearth
95,5.0,Unburial Rites,U,Sorcery,0.35,0.12,0.18,0.1,0.03,0.09,26662.0,3.5,{4}{B},Return target creature card from your graveyard to the battlefield.Flashback{3}{W}(You may cast this card from your graveyard for its flashback cost. Then exile it.),,https://scryfall.com/card/sis/36/unburial-rites
