,CMC,Name,Rarity,Type_x,Card Kingdom ($),TCGPlayer ($),Face to Face ($),Cardmarket (€),Cardhoarder (Event Ticket - TIX),Salt,Decks,Inclusion,Mana Cost,Text,Stats,URL
39,2.0,Grand Abolisher,R,Creature,9.99,7.0,10.31,7.87,0.02,1.52,124773.0,8.2,{W}{W},"During your turn, your opponents can’t cast spells or activate abilities of artifacts, creatures, or enchantments.",2/2,https://scryfall.com/card/cmm/27/grand-abolisher
40,5.0,Sanctum of All,R,Enchantment,1.79,0.62,1.84,0.8,0.02,0.91,18673.0,8.2,{W}{U}{B}{R}{G},"At the beginning of your upkeep, you may search your library and/or graveyard for a Shrine card and put it onto the battlefield. If you search your library this way, shuffle.If an ability of another Shrine you control triggers while you control six or more Shrines, that ability triggers an additional time.",,https://scryfall.com/card/m21/225/sanctum-of-all
41,2.0,Drannith Magistrate,R,Creature,21.99,17.02,20.63,13.64,5.37,2.4,124123.0,8.2,{1}{W},Your opponents can’t cast spells from anywhere other than their hands.,1/3,https://scryfall.com/card/iko/11/drannith-magistrate
42,2.0,"Sythis, Harvest's Hand",R,Creature,1.79,1.14,1.47,0.75,0.02,0.94,58027.0,8.2,{G}{W},"Whenever you cast an enchantment spell, you gain 1 life and draw a card.",1/2,https://scryfall.com/card/cmm/938/sythis-harvests-hand
43,9.0,"Zacama, Primal Calamity",M,Creature,1.99,2.69,2.2,1.97,0.32,0.92,30749.0,7.9,{6}{R}{G}{W},"Vigilance, reach, trampleWhen Zacama, Primal Calamity enters the battlefield, if you cast it, untap all lands you control.{2}{R}: Zacama deals 3 damage to target creature.{2}{G}: Destroy target artifact or enchantment.{2}{W}: You gain 3 life.",9/9,https://scryfall.com/card/lcc/296/zacama-primal-calamity
44,5.0,Time Wipe,R,Sorcery,0.49,0.11,0.26,0.16,0.02,0.53,59083.0,7.9,{2}{W}{W}{U},"Return a creature you control to its owner’s hand, then destroy all creatures.",,https://scryfall.com/card/who/238/time-wipe
45,4.0,Wrath of God,R,Sorcery,2.49,1.88,2.57,0.02,0.02,0.49,119833.0,7.9,{2}{W}{W},Destroy all creatures. They can’t be regenerated.,,https://scryfall.com/card/cmm/70/wrath-of-god
46,1.0,Mother of Runes,U,Creature,3.99,2.59,3.68,2.85,0.38,0.69,119175.0,7.8,{W},{T}: Target creature you control gains protection from the color of your choice until end of turn.,1/1,https://scryfall.com/card/clb/702/mother-of-runes
47,6.0,"Aurelia, the Warleader",M,Creature,6.99,5.32,6.26,3.63,0.03,0.7,56765.0,7.8,{2}{R}{R}{W}{W},"Flying, vigilance, hasteWhenever Aurelia, the Warleader attacks for the first time each turn, untap all creatures you control. After this phase, there is an additional combat phase.",3/4,https://scryfall.com/card/mul/35/aurelia-the-warleader
48,3.0,Brokers Ascendancy,R,Enchantment,0.99,1.08,0.73,0.77,0.01,0.29,29675.0,7.6,{G}{W}{U},"At the beginning of your end step, put a +1/+1 counter on each creature you control and a loyalty counter on each planeswalker you control.",,https://scryfall.com/card/snc/170/brokers-ascendancy
49,7.0,Tiamat,M,Creature,7.99,5.52,8.1,4.92,0.12,0.54,17052.0,7.5,{2}{W}{U}{B}{R}{G},"FlyingWhen Tiamat enters the battlefield, if you cast it, search your library for up to five Dragon cards not named Tiamat that each have different names, reveal them, put them into your hand, then shuffle.",7/7,https://scryfall.com/card/afr/235/tiamat
50,5.0,Sliver Hivelord,M,Creature,3.99,2.03,5.15,3.29,0.2,1.35,16839.0,7.4,{W}{U}{B}{R}{G},Sliver creatures you control have indestructible.(Damage and effects that say “destroy” don’t destroy them.),5/5,https://scryfall.com/card/cmm/937/sliver-hivelord
51,6.0,The Kami War,M,Enchantment,3.49,3.18,,,0.09,0.32,16676.0,7.3,{1}{W}{U}{B}{R}{G},"(As this Saga enters and after your draw step, add a lore counter.)I — Exile target nonland permanent an opponent controls.II — Return up to one other target nonland permanent to its owner’s hand. Then each opponent discards a card.III — Exile this Saga, then return it to the battlefield transformed under your control.",6/6,https://scryfall.com/card/neo/227/the-kami-war-o-kagachi-made-manifest
52,3.0,Unbreakable Formation,R,Instant,0.69,0.21,0.55,0.23,0.02,0.28,111215.0,7.3,{2}{W},"Creatures you control gain indestructible until end of turn.Addendum— If you cast this spell during your main phase, put a +1/+1 counter on each of those creatures and they gain vigilance until end of turn.",,https://scryfall.com/card/ltc/179/unbreakable-formation
53,5.0,Cathars' Crusade,R,Enchantment,15.99,9.44,14.0,11.84,0.02,1.02,110609.0,7.3,{3}{W}{W},"Whenever a creature enters the battlefield under your control, put a +1/+1 counter on each creature you control.",,https://scryfall.com/card/jmp/95/cathars-crusade
54,4.0,Felidar Retreat,R,Enchantment,0.99,0.5,0.55,0.55,0.02,0.34,109816.0,7.2,{3}{W},"Landfall— Whenever a land enters the battlefield under your control, choose one —• Create a 2/2 white Cat Beast creature token.• Put a +1/+1 counter on each creature you control. Those creatures gain vigilance until end of turn.",,https://scryfall.com/card/cmm/821/felidar-retreat
55,2.0,Knight of the White Orchid,R,Creature,0.79,0.44,0.73,0.42,0.02,0.12,107303.0,7.1,{W}{W},"First strikeWhen Knight of the White Orchid enters the battlefield, if an opponent controls more lands than you, you may search your library for a Plains card, put it onto the battlefield, then shuffle.",2/2,https://scryfall.com/card/moc/193/knight-of-the-white-orchid
56,7.0,"Elesh Norn, Grand Cenobite",M,Creature,12.99,9.48,13.26,11.08,0.11,1.84,106041.0,7.0,{5}{W}{W},VigilanceOther creatures you control get +2/+2.Creatures your opponents control get -2/-2.,4/7,https://scryfall.com/card/mul/3/elesh-norn-grand-cenobite
57,6.0,Two-Headed Hellkite,R,Creature,7.99,4.95,7.0,5.78,0.3,0.18,15521.0,6.8,{1}{W}{U}{B}{R}{G},"Flying, menace, hasteWhenever Two-Headed Hellkite attacks, draw two cards.",5/5,https://scryfall.com/card/dmc/14/two-headed-hellkite
58,3.0,Mentor of the Meek,R,Creature,0.49,0.15,0.26,0.17,0.02,0.15,103468.0,6.8,{2}{W},"Whenever another creature with power 2 or less enters the battlefield under your control, you may pay{1}. If you do, draw a card.",2/2,https://scryfall.com/card/ltc/173/mentor-of-the-meek
59,6.0,Merciless Eviction,R,Sorcery,0.79,0.22,0.73,0.36,0.02,0.71,51924.0,6.8,{4}{W}{B},Choose one —• Exile all artifacts.• Exile all creatures.• Exile all enchantments.• Exile all planeswalkers.,,https://scryfall.com/card/onc/120/merciless-eviction
60,4.0,"Jetmir, Nexus of Revels",M,Creature,6.99,5.25,6.63,3.75,0.26,0.63,26244.0,6.8,{1}{R}{G}{W},Creatures you control get +1/+0 and have vigilance as long as you control three or more creatures.Creatures you control also get +1/+0 and have trample as long as you control six or more creatures.Creatures you control also get +1/+0 and have double strike as long as you control nine or more creatures.,5/4,https://scryfall.com/card/snc/193/jetmir-nexus-of-revels
61,1.0,Silence,R,Instant,8.49,7.08,8.84,5.21,0.02,1.36,102568.0,6.7,{W},Your opponents can’t cast spells this turn.,,https://scryfall.com/card/tsr/302/silence
62,5.0,Sliver Legion,M,Creature,27.99,39.32,22.11,24.03,0.02,1.06,15350.0,6.7,{W}{U}{B}{R}{G},All Sliver creatures get +1/+1 for each other Sliver on the battlefield.,7/7,https://scryfall.com/card/tsr/261/sliver-legion
63,3.0,Jeskai Ascendancy,R,Enchantment,1.29,0.65,0.73,0.51,0.02,0.42,24419.0,6.7,{U}{R}{W},"Whenever you cast a noncreature spell, creatures you control get +1/+1 until end of turn. Untap those creatures.Whenever you cast a noncreature spell, you may draw a card. If you do, discard a card.",,https://scryfall.com/card/2x2/231/jeskai-ascendancy
64,3.0,"Kambal, Consul of Allocation",R,Creature,2.49,1.82,2.2,1.09,0.02,0.9,51299.0,6.7,{1}{W}{B},"Whenever an opponent casts a noncreature spell, that player loses 2 life and you gain 2 life.",2/3,https://scryfall.com/card/2x2/237/kambal-consul-of-allocation
65,2.0,Jukai Naturalist,U,Creature,0.39,0.12,0.55,0.22,0.02,0.22,47096.0,6.6,{G}{W},LifelinkEnchantment spells you cast cost{1}less to cast.,2/2,https://scryfall.com/card/woc/140/jukai-naturalist
66,2.0,Darksteel Mutation,U,Enchantment,1.99,0.72,1.47,0.85,0.02,1.1,100520.0,6.6,{1}{W},"Enchant creatureEnchanted creature is an Insect artifact creature with base power and toughness 0/1 and has indestructible, and it loses all other abilities, card types, and creature types.",,https://scryfall.com/card/cmm/21/darksteel-mutation
67,1.0,Land Tax,M,Enchantment,15.99,13.69,16.95,10.99,0.15,0.89,100292.0,6.6,{W},"At the beginning of your upkeep, if an opponent controls more lands than you, you may search your library for up to three basic land cards, reveal them, put them into your hand, then shuffle.",,https://scryfall.com/card/wot/9/land-tax
68,3.0,Sevinne's Reclamation,R,Sorcery,0.99,0.59,0.73,0.52,0.88,0.25,99920.0,6.6,{2}{W},"Return target permanent card with mana value 3 or less from your graveyard to the battlefield. If this spell was cast from a graveyard, you may copy this spell and may choose a new target for the copy.Flashback{4}{W}(You may cast this card from your graveyard for its flashback cost. Then exile it.)",,https://scryfall.com/card/cmm/55/sevinnes-reclamation
69,3.0,Idyllic Tutor,R,Sorcery,6.99,5.24,6.63,3.32,0.02,0.52,99622.0,6.6,{2}{W},"Search your library for an enchantment card, reveal it, put it into your hand, then shuffle.",,https://scryfall.com/card/thb/24/idyllic-tutor
70,7.0,"Gisela, Blade of Goldnight",R,Creature,3.49,2.69,4.05,1.19,0.02,0.85,46185.0,6.4,{4}{R}{W}{W},"Flying, first strikeIf a source would deal damage to an opponent or a permanent an opponent controls, that source deals double that damage to that player or permanent instead.If a source would deal damage to you or a permanent you control, prevent half that damage, rounded up.",5/5,https://scryfall.com/card/cmm/338/gisela-blade-of-goldnight
71,2.0,Blind Obedience,R,Enchantment,2.29,2.49,2.94,1.53,0.02,1.16,96818.0,6.4,{1}{W},"Extort(Whenever you cast a spell, you may pay{W/B}. If you do, each opponent loses 1 life and you gain that much life.)Artifacts and creatures your opponents control enter the battlefield tapped.",,https://scryfall.com/card/wot/1/blind-obedience
72,2.0,"Sram, Senior Edificer",R,Creature,0.59,0.28,0.55,0.34,0.03,0.38,96793.0,6.4,{1}{W},"Whenever you cast an Aura, Equipment, or Vehicle spell, draw a card.",2/2,https://scryfall.com/card/mul/6/sram-senior-edificer
73,3.0,Aven Mindcensor,U,Creature,0.35,0.24,0.26,0.16,0.02,1.31,95477.0,6.3,{2}{W},"FlashFlyingIf an opponent would search a library, that player searches the top four cards of that library instead.",2/1,https://scryfall.com/card/clb/688/aven-mindcensor
74,3.0,Abzan Charm,U,Instant,0.35,0.09,0.18,0.06,0.03,0.08,22866.0,6.2,{W}{B}{G},Choose one —• Exile target creature with power 3 or greater.• You draw two cards and you lose 2 life.• Distribute two +1/+1 counters among one or two target creatures.,,https://scryfall.com/card/dmc/138/abzan-charm
75,2.0,Archivist of Oghma,R,Creature,7.49,4.92,8.84,8.1,10.01,0.53,94718.0,6.2,{1}{W},"FlashWhenever an opponent searches their library, you gain 1 life and draw a card.",2/2,https://scryfall.com/card/hbg/83/archivist-of-oghma
76,3.0,Satyr Enchanter,U,Creature,0.69,0.33,0.73,0.42,0.03,0.3,43471.0,6.1,{1}{G}{W},"Whenever you cast an enchantment spell, draw a card.",2/2,https://scryfall.com/card/cmm/936/satyr-enchanter
77,3.0,"Teferi, Time Raveler",R,Planeswalker,10.99,10.13,13.26,12.21,6.41,1.85,45486.0,6.1,{1}{W}{U},"Each opponent can cast spells only any time they could cast a sorcery.+1: Until your next turn, you may cast sorcery spells as though they had flash.−3: Return up to one target artifact, creature, or enchantment to its owner’s hand. Draw a card.",Loyalty: 4,https://scryfall.com/card/sld/252/teferi-time-raveler
78,2.0,Corpse Knight,U,Creature,0.79,0.41,0.73,0.34,0.02,0.25,46657.0,6.1,{W}{B},"Whenever another creature enters the battlefield under your control, each opponent loses 1 life.",2/2,https://scryfall.com/card/moc/321/corpse-knight
79,3.0,Soulherder,U,Creature,0.99,0.61,0.73,0.48,0.04,0.43,45311.0,6.1,{1}{W}{U},"Whenever a creature is exiled from the battlefield, put a +1/+1 counter on Soulherder.At the beginning of your end step, you may exile another target creature you control, then return that card to the battlefield under its owner’s control.",1/1,https://scryfall.com/card/j21/718/soulherder
80,4.0,Return to Dust,U,Instant,0.35,0.09,0.18,0.06,0.02,0.3,90838.0,6.0,{2}{W}{W},"Exile target artifact or enchantment. If you cast this spell during your main phase, you may exile up to one other target artifact or enchantment.",,https://scryfall.com/card/lcc/136/return-to-dust
81,2.0,Open the Armory,U,Sorcery,1.49,0.93,1.1,0.51,0.03,0.32,90706.0,6.0,{1}{W},"Search your library for an Aura or Equipment card, reveal it, put it into your hand, then shuffle.",,https://scryfall.com/card/cmr/34/open-the-armory
82,5.0,Karmic Guide,R,Creature,0.49,0.26,0.26,0.2,0.02,0.46,89831.0,5.9,{3}{W}{W},"Flying, protection from blackEcho{3}{W}{W}(At the beginning of your upkeep, if this came under your control since the beginning of your last upkeep, sacrifice it unless you pay its echo cost.)When Karmic Guide enters the battlefield, return target creature card from your graveyard to the battlefield.",2/2,https://scryfall.com/card/voc/90/karmic-guide
83,5.0,Maelstrom Archangel,M,Creature,0.99,0.34,0.73,0.28,0.02,0.34,13331.0,5.9,{W}{U}{B}{R}{G},"FlyingWhenever Maelstrom Archangel deals combat damage to a player, you may cast a spell from your hand without paying its mana cost.",5/5,https://scryfall.com/card/dmc/158/maelstrom-archangel
84,3.0,"Adeline, Resplendent Cathar",R,Creature,10.99,8.0,9.58,9.36,0.1,0.49,88540.0,5.8,{1}{W}{W},"VigilanceAdeline, Resplendent Cathar’s power is equal to the number of creatures you control.Whenever you attack, for each opponent, create a 1/1 white Human creature token that’s tapped and attacking that player or a planeswalker they control.",*/4,https://scryfall.com/card/moc/167/adeline-resplendent-cathar
85,1.0,Ephemerate,C,Instant,1.49,1.77,1.1,1.85,1.01,0.39,87937.0,5.8,{W},"Exile target creature you control, then return it to the battlefield under its owner’s control.Rebound(If you cast this spell from your hand, exile it as it resolves. At the beginning of your next upkeep, you may cast this card from exile without paying its mana cost.)",,https://scryfall.com/card/psvc/1/ja/ephemerate
86,8.0,Vanquish the Horde,R,Sorcery,4.99,3.28,4.42,2.97,0.37,0.57,85385.0,5.6,{6}{W}{W},This spell costs{1}less to cast for each creature on the battlefield.Destroy all creatures.,,https://scryfall.com/card/dbl/41/vanquish-the-horde
87,3.0,Bant Charm,U,Instant,0.35,0.09,0.18,0.11,0.03,0.19,21698.0,5.6,{G}{W}{U},Choose one —• Destroy target artifact.• Put target creature on the bottom of its owner’s library.• Counter target instant spell.,,https://scryfall.com/card/2x2/181/bant-charm
88,1.0,Soul Warden,C,Creature,2.29,1.53,2.2,0.56,0.03,0.4,83868.0,5.5,{W},"Whenever another creature enters the battlefield, you gain 1 life.",1/1,https://scryfall.com/card/ha1/2/soul-warden
89,5.0,Scion of the Ur-Dragon,R,Creature,7.99,7.73,8.84,2.66,0.02,0.78,12507.0,5.5,{W}{U}{B}{R}{G},"Flying{2}: Search your library for a Dragon permanent card and put it into your graveyard. If you do, Scion of the Ur-Dragon becomes a copy of that card until end of turn. Then shuffle.",4/4,https://scryfall.com/card/c17/192/scion-of-the-ur-dragon
90,5.0,Sphere of Safety,U,Enchantment,3.99,4.23,5.15,4.56,0.03,1.06,82756.0,5.4,{4}{W},"Creatures can’t attack you or planeswalkers you control unless their controller pays{X}for each of those creatures, where X is the number of enchantments you control.",,https://scryfall.com/card/sld/280/sphere-of-safety
91,2.0,Dance of the Manse,R,Sorcery,0.69,0.7,0.55,0.24,0.02,0.3,40394.0,5.4,{X}{W}{U},"Return up to X target artifact and/or non-Aura enchantment cards each with mana value X or less from your graveyard to the battlefield. If X is 6 or more, those permanents are 4/4 creatures in addition to their other types.",,https://scryfall.com/card/nec/136/dance-of-the-manse
92,7.0,Primevals' Glorious Rebirth,R,Sorcery,1.29,0.44,1.1,0.43,0.02,0.39,41088.0,5.4,{5}{W}{B},(You may cast a legendary sorcery only if you control a legendary creature or planeswalker.)Return all legendary permanent cards from your graveyard to the battlefield.,,https://scryfall.com/card/dmc/165/primevals-glorious-rebirth
93,4.0,"Jodah, Archmage Eternal",R,Creature,0.59,0.53,0.55,0.2,0.02,1.06,12009.0,5.3,{1}{U}{R}{W},FlyingYou may pay{W}{U}{B}{R}{G}rather than pay the mana cost for spells that you cast.,4/3,https://scryfall.com/card/2x2/233/jodah-archmage-eternal
94,8.0,Conflux,R,Sorcery,2.99,3.29,2.94,0.98,0.02,0.29,11970.0,5.3,{3}{W}{U}{B}{R}{G},"Search your library for a white card, a blue card, a black card, a red card, and a green card. Reveal those cards, put them into your hand, then shuffle.",,https://scryfall.com/card/a25/202/conflux
95,5.0,Cleansing Nova,R,Sorcery,0.99,0.27,0.26,0.27,0.03,0.45,79613.0,5.2,{3}{W}{W},Choose one —• Destroy all creatures.• Destroy all artifacts and enchantments.,,https://scryfall.com/card/cmm/817/cleansing-nova
96,5.0,Inkshield,R,Instant,16.99,13.44,15.47,11.72,,0.71,39753.0,5.2,{3}{W}{B},"Prevent all combat damage that would be dealt to you this turn. For each 1 damage prevented this way, create a 2/1 white and black Inkling creature token with flying.",,https://scryfall.com/card/c21/71/inkshield
