,CMC,Name,Rarity,Type_x,Card Kingdom ($),TCGPlayer ($),Face to Face ($),Cardmarket (€),Cardhoarder (Event Ticket - TIX),Salt,Decks,Inclusion,Mana Cost,Text,Stats,URL
18,2.0,Baleful Strix,R,Creature,3.99,1.55,2.94,2.14,0.14,0.25,116863.0,13.6,{U}{B},"Flying, deathtouchWhen Baleful Strix enters the battlefield, draw a card.",1/1,https://scryfall.com/card/brc/120/baleful-strix
19,3.0,Mortify,U,Instant,0.39,0.14,0.26,0.11,0.02,0.18,103284.0,13.5,{1}{W}{B},Destroy target creature or enchantment.,,https://scryfall.com/card/ltc/269/mortify
20,2.0,Blood Artist,U,Creature,1.49,1.49,1.47,1.19,0.02,0.63,208931.0,12.2,{1}{B},"Whenever Blood Artist or another creature dies, target player loses 1 life and you gain 1 life.",0/1,https://scryfall.com/card/lcc/182/blood-artist
21,3.0,Victimize,U,Sorcery,0.99,0.41,0.73,0.32,0.02,0.29,197681.0,11.5,{2}{B},"Choose two target creature cards in your graveyard. Sacrifice a creature. If you do, return the chosen cards to the battlefield tapped.",,https://scryfall.com/card/cmm/195/victimize
22,2.0,Zulaport Cutthroat,U,Creature,1.49,0.91,1.47,0.65,0.03,0.51,195555.0,11.4,{1}{B},"Whenever Zulaport Cutthroat or another creature you control dies, each opponent loses 1 life and you gain 1 life.",1/1,https://scryfall.com/card/ea2/11/zulaport-cutthroat
23,2.0,Abrupt Decay,R,Instant,3.49,2.39,2.94,3.0,0.06,0.31,82411.0,11.4,{B}{G},This spell can’t be countered.Destroy target nonland permanent with mana value 3 or less.,,https://scryfall.com/card/tsr/370/abrupt-decay
24,1.0,Viscera Seer,C,Creature,0.35,0.2,0.18,0.16,0.01,0.35,190974.0,11.1,{B},Sacrifice a creature: Scry 1.(Look at the top card of your library. You may put that card on the bottom of your library.),1/1,https://scryfall.com/card/lcc/213/viscera-seer
25,6.0,Bolas's Citadel,R,Artifact,6.99,7.98,6.63,2.29,0.02,1.45,189354.0,11.0,{3}{B}{B}{B},"You may look at the top card of your library any time.You may play lands and cast spells from the top of your library. If you cast a spell this way, pay life equal to its mana value rather than pay its mana cost.{T}, Sacrifice ten nonland permanents: Each opponent loses 10 life.",,https://scryfall.com/card/plg21/3/bolass-citadel
26,2.0,Sign in Blood,C,Sorcery,0.69,0.26,0.55,0.19,0.03,0.1,179675.0,10.5,{B}{B},Target player draws two cards and loses 2 life.,,https://scryfall.com/card/scd/107/sign-in-blood
27,1.0,Village Rites,C,Instant,0.35,0.22,0.36,0.1,0.01,0.08,177208.0,10.3,{B},"As an additional cost to cast this spell, sacrifice a creature.Draw two cards.",,https://scryfall.com/card/lcc/212/village-rites
28,4.0,Culling Ritual,R,Sorcery,0.69,0.49,0.73,0.72,0.03,0.64,74330.0,10.3,{2}{B}{G},Destroy each nonland permanent with mana value 2 or less. Add{B}or{G}for each permanent destroyed this way.,,https://scryfall.com/card/cmm/921/culling-ritual
29,5.0,Moldervine Reclamation,U,Enchantment,1.29,0.39,0.73,0.17,0.03,0.15,74175.0,10.2,{3}{B}{G},"Whenever a creature you control dies, you gain 1 life and draw a card.",,https://scryfall.com/card/onc/121/moldervine-reclamation
30,2.0,Dauthi Voidwalker,R,Creature,12.99,9.47,15.47,9.89,2.32,1.49,175494.0,10.2,{B}{B},"Shadow(This creature can block or be blocked by only creatures with shadow.)If a card would be put into an opponent’s graveyard from anywhere, instead exile it with a void counter on it.{T}, Sacrifice Dauthi Voidwalker: Choose an exiled card an opponent owns with a void counter on it. You may play it this turn without paying its mana cost.",3/2,https://scryfall.com/card/mh2/81/dauthi-voidwalker
31,5.0,Gray Merchant of Asphodel,U,Creature,0.79,0.43,0.73,0.5,0.03,0.84,171633.0,10.0,{3}{B}{B},"When Gray Merchant of Asphodel enters the battlefield, each opponent loses X life, where X is your devotion to black. You gain life equal to the life lost this way.(Each{B}in the mana costs of permanents you control counts toward your devotion to black.)",2/4,https://scryfall.com/card/scd/80/gray-merchant-of-asphodel
32,2.0,Animate Dead,U,Enchantment,6.99,4.63,5.15,4.14,0.04,0.57,171272.0,10.0,{1}{B},"Enchant creature card in a graveyardWhen Animate Dead enters the battlefield, if it’s on the battlefield, it loses “enchant creature card in a graveyard” and gains “enchant creature put onto the battlefield with Animate Dead.” Return enchanted creature card to the battlefield under your control and attach Animate Dead to it. When Animate Dead leaves the battlefield, that creature’s controller sacrifices it.Enchanted creature gets -1/-0.",,https://scryfall.com/card/30a/92/animate-dead
33,3.0,Mayhem Devil,U,Creature,2.79,2.6,2.94,2.37,0.03,0.59,75452.0,9.8,{1}{B}{R},"Whenever a player sacrifices a permanent, Mayhem Devil deals 1 damage to any target.",3/3,https://scryfall.com/card/war/204/mayhem-devil
34,2.0,Deadly Dispute,C,Instant,2.99,1.35,2.94,3.11,0.36,0.17,166623.0,9.7,{1}{B},"As an additional cost to cast this spell, sacrifice an artifact or creature.Draw two cards and create a Treasure token.(It’s an artifact with “{T}, Sacrifice this artifact: Add one mana of any color.”)",,https://scryfall.com/card/p30a/29/deadly-dispute
35,4.0,Damnation,R,Sorcery,19.99,16.01,19.9,14.39,0.3,0.61,164147.0,9.5,{2}{B}{B},Destroy all creatures. They can’t be regenerated.,,https://scryfall.com/card/2x2/73/damnation
36,4.0,Utter End,R,Instant,0.49,0.12,0.26,0.15,0.02,0.23,72104.0,9.4,{2}{W}{B},Exile target nonland permanent.,,https://scryfall.com/card/lcc/292/utter-end
37,3.0,Crackling Doom,U,Instant,0.39,0.27,0.26,0.15,0.02,0.32,35585.0,9.4,{R}{W}{B},Crackling Doom deals 2 damage to each opponent. Each opponent sacrifices a creature with the greatest power among creatures that player controls.,,https://scryfall.com/card/2x2/196/crackling-doom
38,4.0,Notion Thief,R,Creature,2.29,0.7,2.2,1.34,0.02,1.72,79955.0,9.3,{2}{U}{B},"FlashIf an opponent would draw a card except the first one they draw in each of their draw steps, instead that player skips that draw and you draw a card.",3/1,https://scryfall.com/card/ltc/270/notion-thief
39,3.0,Read the Bones,C,Sorcery,0.39,0.18,0.18,0.11,0.01,0.08,160250.0,9.3,{2}{B},"Scry 2, then draw two cards. You lose 2 life.",,https://scryfall.com/card/cmm/182/read-the-bones
40,4.0,Deadly Rollick,R,Instant,18.99,15.77,19.16,15.76,3.52,1.44,159607.0,9.3,{3}{B},"If you control a commander, you may cast this spell without paying its mana cost.Exile target creature.",,https://scryfall.com/card/cmm/147/deadly-rollick
41,2.0,Night's Whisper,C,Sorcery,2.29,1.13,2.2,1.07,0.01,0.1,159227.0,9.3,{1}{B},You draw two cards and you lose 2 life.,,https://scryfall.com/card/ltc/205/nights-whisper
42,2.0,Fracture,U,Instant,1.49,1.23,2.2,0.34,0.03,0.23,70667.0,9.2,{W}{B},"Destroy target artifact, enchantment, or planeswalker.",,https://scryfall.com/card/stx/188/fracture
43,1.0,Malakir Rebirth,U,Instant,3.99,4.06,,,0.03,0.19,158115.0,9.2,{B},"Choose target creature. You lose 2 life. Until end of turn, that creature gains “When this creature dies, return it to the battlefield tapped under its owner’s control.”",,https://scryfall.com/card/znr/111/malakir-rebirth-malakir-mire
44,3.0,Villainous Wealth,R,Sorcery,0.79,0.46,0.73,0.19,0.02,0.81,34531.0,9.1,{X}{B}{G}{U},Target opponent exiles the top X cards of their library. You may cast any number of spells with mana value X or less from among them without paying their mana costs.,,https://scryfall.com/card/2x2/292/villainous-wealth
45,5.0,Maelstrom Nexus,M,Enchantment,0.99,0.67,1.1,0.5,0.02,0.56,20645.0,9.1,{W}{U}{B}{R}{G},"The first spell you cast each turn has cascade.(When you cast your first spell, exile cards from the top of your library until you exile a nonland card that costs less. You may cast it without paying its mana cost. Put the exiled cards on the bottom of your library in a random order.)",,https://scryfall.com/card/dmc/159/maelstrom-nexus
46,5.0,"Syr Konrad, the Grim",U,Creature,2.79,1.47,1.47,0.38,0.02,0.93,149804.0,8.7,{3}{B}{B},"Whenever another creature dies, or a creature card is put into a graveyard from anywhere other than the battlefield, or a creature card leaves your graveyard, Syr Konrad, the Grim deals 1 damage to each opponent.{1}{B}: Each player mills a card.",5/4,https://scryfall.com/card/moc/269/syr-konrad-the-grim
47,2.0,Diabolic Intent,R,Sorcery,8.49,6.27,8.1,6.18,0.28,0.66,148373.0,8.6,{1}{B},"As an additional cost to cast this spell, sacrifice a creature.Search your library for a card, put that card into your hand, then shuffle.",,https://scryfall.com/card/ltc/526/diabolic-intent
48,2.0,Cruel Celebrant,U,Creature,0.79,0.41,0.55,0.28,0.02,0.31,65602.0,8.6,{W}{B},"Whenever Cruel Celebrant or another creature or planeswalker you control dies, each opponent loses 1 life and you gain 1 life.",1/2,https://scryfall.com/card/lcc/267/cruel-celebrant
49,2.0,Infernal Grasp,U,Instant,2.99,2.32,3.68,1.08,0.03,0.2,146401.0,8.5,{1}{B},Destroy target creature. You lose 2 life.,,https://scryfall.com/card/psvc/2/ja/infernal-grasp
50,3.0,Vindicate,R,Sorcery,0.79,0.41,0.55,0.63,0.02,0.25,64959.0,8.5,{1}{W}{B},Destroy target permanent.,,https://scryfall.com/card/brc/131/vindicate
51,3.0,Opposition Agent,R,Creature,22.99,20.32,22.11,23.84,17.79,2.22,145489.0,8.5,{2}{B},"FlashYou control your opponents while they’re searching their libraries.While an opponent is searching their library, they exile each card they find. You may play those cards for as long as they remain exiled, and you may spend mana as though it were mana of any color to cast them.",3/2,https://scryfall.com/card/cmr/141/opposition-agent
52,2.0,"Elas il-Kor, Sadistic Pilgrim",U,Creature,0.59,0.73,0.73,0.18,0.02,0.34,63223.0,8.2,{W}{B},"DeathtouchWhenever another creature enters the battlefield under your control, you gain 1 life.Whenever another creature you control dies, each opponent loses 1 life.",2/2,https://scryfall.com/card/dmu/198/elas-il-kor-sadistic-pilgrim
53,5.0,Sanctum of All,R,Enchantment,1.79,0.62,1.84,0.8,0.02,0.91,18673.0,8.2,{W}{U}{B}{R}{G},"At the beginning of your upkeep, you may search your library and/or graveyard for a Shrine card and put it onto the battlefield. If you search your library this way, shuffle.If an ability of another Shrine you control triggers while you control six or more Shrines, that ability triggers an additional time.",,https://scryfall.com/card/m21/225/sanctum-of-all
54,3.0,Black Market Connections,R,Enchantment,21.99,16.69,22.11,12.58,0.1,0.87,131697.0,7.7,{2}{B},"At the beginning of your precombat main phase, choose one or more —•Sell Contraband— Create a Treasure token. You lose 1 life.•Buy Information— Draw a card. You lose 2 life.•Hire a Mercenary— Create a 3/2 colorless Shapeshifter creature token with changeling. You lose 3 life.(It has every creature type.)",,https://scryfall.com/card/lcc/181/black-market-connections
55,4.0,Diabolic Tutor,U,Sorcery,0.79,0.74,0.73,0.19,0.03,0.44,129439.0,7.5,{2}{B}{B},"Search your library for a card, put that card into your hand, then shuffle.",,https://scryfall.com/card/sld/721/diabolic-tutor
56,7.0,Tiamat,M,Creature,7.99,5.52,8.1,4.92,0.12,0.54,17052.0,7.5,{2}{W}{U}{B}{R}{G},"FlyingWhen Tiamat enters the battlefield, if you cast it, search your library for up to five Dragon cards not named Tiamat that each have different names, reveal them, put them into your hand, then shuffle.",7/7,https://scryfall.com/card/afr/235/tiamat
57,5.0,Sliver Hivelord,M,Creature,3.99,2.03,5.15,3.29,0.2,1.35,16839.0,7.4,{W}{U}{B}{R}{G},Sliver creatures you control have indestructible.(Damage and effects that say “destroy” don’t destroy them.),5/5,https://scryfall.com/card/cmm/937/sliver-hivelord
58,6.0,The Kami War,M,Enchantment,3.49,3.18,,,0.09,0.32,16676.0,7.3,{1}{W}{U}{B}{R}{G},"(As this Saga enters and after your draw step, add a lore counter.)I — Exile target nonland permanent an opponent controls.II — Return up to one other target nonland permanent to its owner’s hand. Then each opponent discards a card.III — Exile this Saga, then return it to the battlefield transformed under your control.",6/6,https://scryfall.com/card/neo/227/the-kami-war-o-kagachi-made-manifest
59,1.0,Entomb,R,Instant,7.99,6.53,7.36,4.0,2.24,0.79,124299.0,7.2,{B},"Search your library for a card, put that card into your graveyard, then shuffle.",,https://scryfall.com/card/dmr/82/entomb
60,2.0,Drown in the Loch,U,Instant,1.49,0.98,1.47,0.73,0.03,0.38,61878.0,7.2,{U}{B},Choose one —• Counter target spell with mana value less than or equal to the number of cards in its controller’s graveyard.• Destroy target creature with mana value less than or equal to the number of cards in its controller’s graveyard.,,https://scryfall.com/card/pw23/4/drown-in-the-loch
61,4.0,Pitiless Plunderer,U,Creature,6.49,6.28,4.42,4.02,0.02,0.86,121077.0,7.0,{3}{B},"Whenever another creature you control dies, create a Treasure token.(It’s an artifact with “{T}, Sacrifice this artifact: Add one mana of any color.”)",1/4,https://scryfall.com/card/spg/5/pitiless-plunderer
62,2.0,Golgari Charm,U,Instant,1.29,0.91,0.73,0.52,0.03,0.17,50249.0,6.9,{B}{G},Choose one —• All creatures get -1/-1 until end of turn.• Destroy target enchantment.• Regenerate each creature you control.,,https://scryfall.com/card/ea3/9/golgari-charm
63,6.0,Two-Headed Hellkite,R,Creature,7.99,4.95,7.0,5.78,0.3,0.18,15521.0,6.8,{1}{W}{U}{B}{R}{G},"Flying, menace, hasteWhenever Two-Headed Hellkite attacks, draw two cards.",5/5,https://scryfall.com/card/dmc/14/two-headed-hellkite
64,6.0,Merciless Eviction,R,Sorcery,0.79,0.22,0.73,0.36,0.02,0.71,51924.0,6.8,{4}{W}{B},Choose one —• Exile all artifacts.• Exile all creatures.• Exile all enchantments.• Exile all planeswalkers.,,https://scryfall.com/card/onc/120/merciless-eviction
65,5.0,Sliver Legion,M,Creature,27.99,39.32,22.11,24.03,0.02,1.06,15350.0,6.7,{W}{U}{B}{R}{G},All Sliver creatures get +1/+1 for each other Sliver on the battlefield.,7/7,https://scryfall.com/card/tsr/261/sliver-legion
66,3.0,"Kambal, Consul of Allocation",R,Creature,2.49,1.82,2.2,1.09,0.02,0.9,51299.0,6.7,{1}{W}{B},"Whenever an opponent casts a noncreature spell, that player loses 2 life and you gain 2 life.",2/3,https://scryfall.com/card/2x2/237/kambal-consul-of-allocation
67,4.0,Poison-Tip Archer,U,Creature,2.99,0.82,2.94,1.49,0.03,0.28,48432.0,6.7,{2}{B}{G},"Reach(This creature can block creatures with flying.)Deathtouch(Any amount of damage this deals to a creature is enough to destroy it.)Whenever another creature dies, each opponent loses 1 life.",2/3,https://scryfall.com/card/khc/90/poison-tip-archer
68,3.0,Bastion of Remembrance,U,Enchantment,1.49,1.21,1.47,1.02,0.03,0.35,111434.0,6.5,{2}{B},"When Bastion of Remembrance enters the battlefield, create a 1/1 white Human Soldier creature token.Whenever a creature you control dies, each opponent loses 1 life and you gain 1 life.",,https://scryfall.com/card/cmm/138/bastion-of-remembrance
69,2.0,Go for the Throat,U,Instant,1.49,0.55,1.1,0.37,0.02,0.16,110274.0,6.4,{1}{B},Destroy target nonartifact creature.,,https://scryfall.com/card/ltc/201/go-for-the-throat
70,3.0,Abzan Charm,U,Instant,0.35,0.09,0.18,0.06,0.03,0.08,22866.0,6.2,{W}{B}{G},Choose one —• Exile target creature with power 3 or greater.• You draw two cards and you lose 2 life.• Distribute two +1/+1 counters among one or two target creatures.,,https://scryfall.com/card/dmc/138/abzan-charm
71,3.0,Plaguecrafter,U,Creature,0.69,0.26,0.73,0.23,0.03,0.59,106875.0,6.2,{2}{B},"When Plaguecrafter enters the battlefield, each player sacrifices a creature or planeswalker. Each player who can’t discards a card.",3/2,https://scryfall.com/card/j22/72/plaguecrafter
72,4.0,"Kardur, Doomscourge",U,Creature,0.79,0.42,0.73,0.17,0.03,0.49,46907.0,6.1,{2}{B}{R},"When Kardur, Doomscourge enters the battlefield, until your next turn, creatures your opponents control attack each combat if able and attack a player other than you if able.Whenever an attacking creature dies, each opponent loses 1 life and you gain 1 life.",4/3,https://scryfall.com/card/scd/5/kardur-doomscourge
73,2.0,Corpse Knight,U,Creature,0.79,0.41,0.73,0.34,0.02,0.25,46657.0,6.1,{W}{B},"Whenever another creature enters the battlefield under your control, each opponent loses 1 life.",2/2,https://scryfall.com/card/moc/321/corpse-knight
74,1.0,Carrion Feeder,U,Creature,1.29,1.22,1.1,0.64,0.04,0.27,102933.0,6.0,{B},Carrion Feeder can’t block.Sacrifice a creature: Put a +1/+1 counter on Carrion Feeder.,1/1,https://scryfall.com/card/sld/1114/carrion-feeder
75,4.0,Binding the Old Gods,U,Enchantment,0.69,0.29,0.73,0.47,0.03,0.18,43410.0,6.0,{2}{B}{G},"(As this Saga enters and after your draw step, add a lore counter. Sacrifice after III.)I — Destroy target nonland permanent an opponent controls.II — Search your library for a Forest card, put it onto the battlefield tapped, then shuffle.III — Creatures you control gain deathtouch until end of turn.",,https://scryfall.com/card/cmm/917/binding-the-old-gods
76,2.0,Torment of Hailfire,R,Sorcery,19.99,17.47,22.11,12.8,0.02,1.6,102906.0,6.0,{X}{B}{B},Repeat the following process X times. Each opponent loses 3 life unless that player sacrifices a nonland permanent or discards a card.,,https://scryfall.com/card/akr/128/torment-of-hailfire
77,3.0,Sultai Charm,U,Instant,0.35,0.11,0.18,0.09,0.03,0.11,22634.0,6.0,{B}{G}{U},"Choose one —• Destroy target monocolored creature.• Destroy target artifact or enchantment.• Draw two cards, then discard a card.",,https://scryfall.com/card/dmc/168/sultai-charm
78,5.0,Maelstrom Archangel,M,Creature,0.99,0.34,0.73,0.28,0.02,0.34,13331.0,5.9,{W}{U}{B}{R}{G},"FlyingWhenever Maelstrom Archangel deals combat damage to a player, you may cast a spell from your hand without paying its mana cost.",5/5,https://scryfall.com/card/dmc/158/maelstrom-archangel
79,3.0,Grim Tutor,M,Sorcery,19.99,16.8,19.16,11.67,1.17,0.84,100358.0,5.8,{1}{B}{B},"Search your library for a card, put that card into your hand, then shuffle. You lose 3 life.",,https://scryfall.com/card/m21/103/grim-tutor
80,6.0,"Muldrotha, the Gravetide",M,Creature,3.49,3.12,3.68,2.35,0.02,1.08,22160.0,5.8,{3}{B}{G}{U},"During each of your turns, you may play a land and cast a permanent spell of each permanent type from your graveyard.(If a card has multiple permanent types, choose one as you play it.)",6/6,https://scryfall.com/card/2x2/258/muldrotha-the-gravetide
81,3.0,"Vito, Thorn of the Dusk Rose",R,Creature,9.99,5.53,8.1,8.32,0.62,0.87,100180.0,5.8,{2}{B},"Whenever you gain life, target opponent loses that much life.{3}{B}{B}: Creatures you control gain lifelink until end of turn.",1/3,https://scryfall.com/card/j22/487/vito-thorn-of-the-dusk-rose
82,4.0,"Kess, Dissident Mage",M,Creature,0.99,0.63,0.73,0.68,0.03,0.56,23313.0,5.8,{1}{U}{B}{R},"FlyingOnce during each of your turns, you may cast an instant or sorcery spell from your graveyard. If a spell cast this way would be put into your graveyard, exile it instead.",3/4,https://scryfall.com/card/ncc/344/kess-dissident-mage
83,3.0,Buried Alive,U,Sorcery,7.99,6.55,7.0,1.13,0.12,0.59,98382.0,5.7,{2}{B},"Search your library for up to three creature cards, put them into your graveyard, then shuffle.",,https://scryfall.com/card/uma/88/buried-alive
84,6.0,"Ziatora, the Incinerator",M,Creature,3.99,2.47,4.05,2.66,0.05,0.4,19634.0,5.7,{3}{B}{R}{G},"FlyingAt the beginning of your end step, you may sacrifice another creature. When you do, Ziatora, the Incinerator deals damage equal to that creature’s power to any target and you create three Treasure tokens.",6/6,https://scryfall.com/card/snc/231/ziatora-the-incinerator
85,5.0,Sanguine Bond,R,Enchantment,1.49,1.1,1.47,0.65,0.02,1.09,98108.0,5.7,{3}{B}{B},"Whenever you gain life, target opponent loses that much life.",,https://scryfall.com/card/wot/35/sanguine-bond
86,5.0,Living Death,R,Sorcery,4.99,2.5,4.05,2.97,0.14,0.88,98005.0,5.7,{3}{B}{B},"Each player exiles all creature cards from their graveyard, then sacrifices all creatures they control, then puts all cards they exiled this way onto the battlefield.",,https://scryfall.com/card/ltc/203/living-death
87,3.0,"Braids, Arisen Nightmare",R,Creature,3.99,3.14,4.42,2.82,0.05,0.9,97115.0,5.6,{1}{B}{B},"At the beginning of your end step, you may sacrifice an artifact, creature, enchantment, land, or planeswalker. If you do, each opponent may sacrifice a permanent that shares a card type with it. For each opponent who doesn’t, that player loses 2 life and you draw a card.",3/3,https://scryfall.com/card/dmu/84/braids-arisen-nightmare
88,2.0,Wishclaw Talisman,R,Artifact,4.49,3.72,5.15,1.83,0.03,0.55,95900.0,5.6,{1}{B},"Wishclaw Talisman enters the battlefield with three wish counters on it.{1},{T}, Remove a wish counter from Wishclaw Talisman: Search your library for a card, put it into your hand, then shuffle. An opponent gains control of Wishclaw Talisman. Activate only during your turn.",,https://scryfall.com/card/eld/110/wishclaw-talisman
89,4.0,Deathsprout,U,Instant,0.49,0.39,0.73,0.14,0.03,0.17,39987.0,5.5,{1}{B}{B}{G},"Destroy target creature. Search your library for a basic land card, put it onto the battlefield tapped, then shuffle.",,https://scryfall.com/card/plist/1323/deathsprout
90,5.0,Scion of the Ur-Dragon,R,Creature,7.99,7.73,8.84,2.66,0.02,0.78,12507.0,5.5,{W}{U}{B}{R}{G},"Flying{2}: Search your library for a Dragon permanent card and put it into your graveyard. If you do, Scion of the Ur-Dragon becomes a copy of that card until end of turn. Then shuffle.",4/4,https://scryfall.com/card/c17/192/scion-of-the-ur-dragon
91,1.0,Imperial Seal,M,Sorcery,79.99,70.14,81.08,57.57,1.76,1.04,94224.0,5.5,{B},"Search your library for a card, then shuffle and put that card on top. You lose 2 life.",,https://scryfall.com/card/2x2/79/imperial-seal
92,3.0,Necropotence,M,Enchantment,12.99,11.83,15.47,10.63,0.24,1.54,93592.0,5.4,{B}{B}{B},"Skip your draw step.Whenever you discard a card, exile that card from your graveyard.Pay 1 life: Exile the top card of your library face down. Put that card into your hand at the beginning of your next end step.",,https://scryfall.com/card/wot/31/necropotence
93,7.0,"Sheoldred, Whispering One",M,Creature,8.49,5.92,8.84,8.06,0.04,1.41,92405.0,5.4,{5}{B}{B},"Swampwalk(This creature can’t be blocked as long as defending player controls a Swamp.)At the beginning of your upkeep, return target creature card from your graveyard to the battlefield.At the beginning of each opponent’s upkeep, that player sacrifices a creature.",6/6,https://scryfall.com/card/mul/16/sheoldred-whispering-one
94,7.0,Primevals' Glorious Rebirth,R,Sorcery,1.29,0.44,1.1,0.43,0.02,0.39,41088.0,5.4,{5}{W}{B},(You may cast a legendary sorcery only if you control a legendary creature or planeswalker.)Return all legendary permanent cards from your graveyard to the battlefield.,,https://scryfall.com/card/dmc/165/primevals-glorious-rebirth
95,3.0,Riveteers Ascendancy,R,Enchantment,0.49,0.27,0.26,0.11,0.01,0.17,18384.0,5.4,{B}{R}{G},"Whenever you sacrifice a creature, you may return target creature card with lesser mana value from your graveyard to the battlefield tapped. Do this only once each turn.",,https://scryfall.com/card/snc/216/riveteers-ascendancy
96,2.0,Exsanguinate,U,Sorcery,2.49,1.71,2.57,1.76,0.03,0.83,91345.0,5.3,{X}{B}{B},Each opponent loses X life. You gain life equal to the life lost this way.,,https://scryfall.com/card/cmm/156/exsanguinate
97,8.0,Conflux,R,Sorcery,2.99,3.29,2.94,0.98,0.02,0.29,11970.0,5.3,{3}{W}{U}{B}{R}{G},"Search your library for a white card, a blue card, a black card, a red card, and a green card. Reveal those cards, put them into your hand, then shuffle.",,https://scryfall.com/card/a25/202/conflux
