,CMC,Name,Rarity,Type_x,Card Kingdom ($),TCGPlayer ($),Face to Face ($),Cardmarket (€),Cardhoarder (Event Ticket - TIX),Salt,Decks,Inclusion,Mana Cost,Text,Stats,URL
37,5.0,Karmic Guide,R,Creature,0.49,0.26,0.26,0.2,0.02,0.46,89831.0,5.9,{3}{W}{W},"Flying, protection from blackEcho{3}{W}{W}(At the beginning of your upkeep, if this came under your control since the beginning of your last upkeep, sacrifice it unless you pay its echo cost.)When Karmic Guide enters the battlefield, return target creature card from your graveyard to the battlefield.",2/2,https://scryfall.com/card/voc/90/karmic-guide
38,3.0,"Adeline, Resplendent Cathar",R,Creature,10.99,8.0,9.58,9.36,0.1,0.49,88540.0,5.8,{1}{W}{W},"VigilanceAdeline, Resplendent Cathar’s power is equal to the number of creatures you control.Whenever you attack, for each opponent, create a 1/1 white Human creature token that’s tapped and attacking that player or a planeswalker they control.",*/4,https://scryfall.com/card/moc/167/adeline-resplendent-cathar
39,1.0,Ephemerate,C,Instant,1.49,1.77,1.1,1.85,1.01,0.39,87937.0,5.8,{W},"Exile target creature you control, then return it to the battlefield under its owner’s control.Rebound(If you cast this spell from your hand, exile it as it resolves. At the beginning of your next upkeep, you may cast this card from exile without paying its mana cost.)",,https://scryfall.com/card/psvc/1/ja/ephemerate
40,8.0,Vanquish the Horde,R,Sorcery,4.99,3.28,4.42,2.97,0.37,0.57,85385.0,5.6,{6}{W}{W},This spell costs{1}less to cast for each creature on the battlefield.Destroy all creatures.,,https://scryfall.com/card/dbl/41/vanquish-the-horde
41,1.0,Soul Warden,C,Creature,2.29,1.53,2.2,0.56,0.03,0.4,83868.0,5.5,{W},"Whenever another creature enters the battlefield, you gain 1 life.",1/1,https://scryfall.com/card/ha1/2/soul-warden
42,5.0,Sphere of Safety,U,Enchantment,3.99,4.23,5.15,4.56,0.03,1.06,82756.0,5.4,{4}{W},"Creatures can’t attack you or planeswalkers you control unless their controller pays{X}for each of those creatures, where X is the number of enchantments you control.",,https://scryfall.com/card/sld/280/sphere-of-safety
43,5.0,Cleansing Nova,R,Sorcery,0.99,0.27,0.26,0.27,0.03,0.45,79613.0,5.2,{3}{W}{W},Choose one —• Destroy all creatures.• Destroy all artifacts and enchantments.,,https://scryfall.com/card/cmm/817/cleansing-nova
44,3.0,Archaeomancer's Map,R,Artifact,6.99,7.46,5.15,5.01,1.71,0.24,77549.0,5.1,{2}{W},"When Archaeomancer’s Map enters the battlefield, search your library for up to two basic Plains cards, reveal them, put them into your hand, then shuffle.Whenever a land enters the battlefield under an opponent’s control, if that player controls more lands than you, you may put a land card from your hand onto the battlefield.",,https://scryfall.com/card/lcc/101/archaeomancers-map
45,2.0,All That Glitters,C,Enchantment,0.99,0.75,0.73,0.58,0.26,0.41,77208.0,5.1,{1}{W},Enchant creatureEnchanted creature gets +1/+1 for each artifact and/or enchantment you control.,,https://scryfall.com/card/cmm/9/all-that-glitters
46,1.0,Dispatch,U,Instant,2.79,1.26,2.94,1.0,0.03,0.26,77050.0,5.1,{W},"Tap target creature.Metalcraft— If you control three or more artifacts, exile that creature.",,https://scryfall.com/card/nec/83/dispatch
47,4.0,"Mondrak, Glory Dominus",M,Creature,29.99,26.72,29.48,18.1,2.07,0.96,76551.0,5.0,{2}{W}{W},"If one or more tokens would be created under your control, twice that many of those tokens are created instead.{1}{W/P}{W/P}, Sacrifice two other artifacts and/or creatures: Put an indestructible counter on Mondrak, Glory Dominus.({W/P}can be paid with either{W}or 2 life.)",4/4,https://scryfall.com/card/one/23/mondrak-glory-dominus
48,3.0,Welcoming Vampire,R,Creature,1.29,1.31,1.84,1.01,0.1,0.13,75861.0,5.0,{2}{W},"FlyingWhenever one or more other creatures with power 2 or less enter the battlefield under your control, draw a card. This ability triggers only once each turn.",2/3,https://scryfall.com/card/lcc/140/welcoming-vampire
49,1.0,Authority of the Consuls,R,Enchantment,16.99,10.78,11.05,8.08,0.03,1.15,75231.0,5.0,{W},"Creatures your opponents control enter the battlefield tapped.Whenever a creature enters the battlefield under an opponent’s control, you gain 1 life.",,https://scryfall.com/card/klr/9/authority-of-the-consuls
50,2.0,Heliod's Intervention,R,Instant,2.99,2.67,3.68,1.97,0.02,0.37,74779.0,4.9,{X}{W}{W},Choose one —• Destroy X target artifacts and/or enchantments.• Target player gains twice X life.,,https://scryfall.com/card/thb/19/heliods-intervention
51,3.0,Eerie Interlude,R,Instant,3.99,2.7,4.05,1.79,0.02,0.32,73286.0,4.8,{2}{W},Exile any number of target creatures you control. Return those cards to the battlefield under their owner’s control at the beginning of the next end step.,,https://scryfall.com/card/ea2/5/eerie-interlude
52,3.0,Mirror Entity,R,Creature,0.79,0.61,0.73,0.49,0.02,0.42,72548.0,4.8,{2}{W},"Changeling(This card is every creature type.){X}: Until end of turn, creatures you control have base power and toughness X/X and gain all creature types.",1/1,https://scryfall.com/card/clb/701/mirror-entity
53,3.0,Mesa Enchantress,R,Creature,0.69,0.31,0.73,0.2,0.02,0.34,72293.0,4.8,{1}{W}{W},"Whenever you cast an enchantment spell, you may draw a card.",0/2,https://scryfall.com/card/cmm/828/mesa-enchantress
54,2.0,Intangible Virtue,U,Enchantment,0.35,0.07,0.18,0.07,0.03,0.13,70376.0,4.6,{1}{W},Creature tokens you control get +1/+1 and have vigilance.,,https://scryfall.com/card/wot/6/intangible-virtue
55,1.0,Serra Ascendant,R,Creature,18.99,16.84,18.42,11.44,0.02,1.46,70189.0,4.6,{W},"Lifelink(Damage dealt by this creature also causes you to gain that much life.)As long as you have 30 or more life, Serra Ascendant gets +5/+5 and has flying.",1/1,https://scryfall.com/card/sld/1125/serra-ascendant
56,3.0,Ranger-Captain of Eos,M,Creature,34.99,29.18,36.85,21.21,2.0,0.74,70045.0,4.6,{1}{W}{W},"When Ranger-Captain of Eos enters the battlefield, you may search your library for a creature card with mana value 1 or less, reveal it, put it into your hand, then shuffle.Sacrifice Ranger-Captain of Eos: Your opponents can’t cast noncreature spells this turn.",3/3,https://scryfall.com/card/j21/115/ranger-captain-of-eos
57,7.0,Approach of the Second Sun,R,Sorcery,2.49,1.79,1.84,0.95,0.02,1.28,68419.0,4.5,{6}{W},"If this spell was cast from your hand and you’ve cast another spell named Approach of the Second Sun this game, you win the game. Otherwise, put Approach of the Second Sun into its owner’s library seventh from the top and you gain 7 life.",,https://scryfall.com/card/q06/1/approach-of-the-second-sun
58,2.0,Disenchant,C,Instant,0.35,0.05,0.11,0.04,0.02,0.14,67026.0,4.4,{1}{W},Destroy target artifact or enchantment.,,https://scryfall.com/card/scd/20/disenchant
59,4.0,Mythos of Snapdax,R,Sorcery,0.69,0.22,0.73,0.35,0.02,0.45,16742.0,4.4,{2}{W}{W},"Each player chooses an artifact, a creature, an enchantment, and a planeswalker from among the nonland permanents they control, then sacrifices the rest. If{B}{R}was spent to cast this spell, you choose the permanents for each player instead.",,https://scryfall.com/card/iko/24/mythos-of-snapdax
60,4.0,Teleportation Circle,R,Enchantment,8.99,5.62,8.84,5.62,0.03,0.33,65361.0,4.3,{3}{W},"At the beginning of your end step, exile up to one target artifact or creature you control, then return that card to the battlefield under its owner’s control.",,https://scryfall.com/card/afr/39/teleportation-circle
61,8.0,"Avacyn, Angel of Hope",M,Creature,39.99,31.25,44.22,7.02,0.06,1.5,65287.0,4.3,{5}{W}{W}{W},"Flying, vigilance, indestructibleOther permanents you control have indestructible.",8/8,https://scryfall.com/card/cmm/14/avacyn-angel-of-hope
62,3.0,Loran of the Third Path,R,Creature,8.49,5.66,8.84,6.43,2.8,0.32,65021.0,4.3,{2}{W},"VigilanceWhen Loran of the Third Path enters the battlefield, destroy up to one target artifact or enchantment.{T}: You and target opponent each draw a card.",2/1,https://scryfall.com/card/bro/12/loran-of-the-third-path
63,2.0,Selfless Spirit,R,Creature,2.49,1.07,2.57,1.62,0.11,0.32,64653.0,4.3,{1}{W},FlyingSacrifice Selfless Spirit: Creatures you control gain indestructible until end of turn.,2/1,https://scryfall.com/card/sir/42/selfless-spirit
64,4.0,Keeper of the Accord,R,Creature,2.29,1.13,2.2,1.65,0.1,0.27,64607.0,4.3,{3}{W},"At the beginning of each opponent’s end step, if that player controls more creatures than you, create a 1/1 white Soldier creature token.At the beginning of each opponent’s end step, if that player controls more lands than you, you may search your library for a basic Plains card, put it onto the battlefield tapped, then shuffle.",3/4,https://scryfall.com/card/moc/191/keeper-of-the-accord
65,2.0,Sejiri Shelter,U,Instant,1.29,0.62,,,0.03,0.14,63392.0,4.2,{1}{W},Target creature you control gains protection from the color of your choice until end of turn.,,https://scryfall.com/card/znr/37/sejiri-shelter-sejiri-glacier
66,6.0,"Elspeth, Sun's Champion",M,Planeswalker,2.29,1.75,2.57,1.43,0.24,0.4,62842.0,4.1,{4}{W}{W},+1: Create three 1/1 white Soldier creature tokens.−3: Destroy all creatures with power 4 or greater.−7: You get an emblem with “Creatures you control get +2/+2 and have flying.”,Loyalty: 4,https://scryfall.com/card/cmm/820/elspeth-suns-champion
67,4.0,Court of Grace,R,Enchantment,0.79,0.51,0.73,0.57,1.59,0.23,60842.0,4.0,{2}{W}{W},"When Court of Grace enters the battlefield, you become the monarch.At the beginning of your upkeep, create a 1/1 white Spirit creature token with flying. If you’re the monarch, create a 4/4 white Angel creature token with flying instead.",,https://scryfall.com/card/onc/62/court-of-grace
68,7.0,Hour of Reckoning,R,Sorcery,0.49,0.16,0.26,0.14,0.02,0.37,60206.0,4.0,{4}{W}{W}{W},Convoke(Your creatures can help cast this spell. Each creature you tap while casting this spell pays for{1}or one mana of that creature’s color.)Destroy all nontoken creatures.,,https://scryfall.com/card/moc/190/hour-of-reckoning
69,2.0,Cathar Commando,C,Creature,0.49,0.32,0.36,0.2,0.03,0.2,59258.0,3.9,{1}{W},"Flash{1}, Sacrifice Cathar Commando: Destroy target artifact or enchantment.",3/1,https://scryfall.com/card/dbl/10/cathar-commando
70,2.0,Lion Sash,R,Creature,2.79,1.62,2.57,1.48,0.18,0.28,59205.0,3.9,{1}{W},"{W}: Exile target card from a graveyard. If it was a permanent card, put a +1/+1 counter on Lion Sash.Equipped creature gets +1/+1 for each +1/+1 counter on Lion Sash.Reconfigure{2}({2}: Attach to target creature you control; or unattach from a creature. Reconfigure only as a sorcery. While attached, this isn’t a creature.)",1/1,https://scryfall.com/card/neo/26/lion-sash
71,1.0,Sigarda's Aid,R,Enchantment,11.99,7.36,12.52,9.46,0.7,0.56,59121.0,3.9,{W},"You may cast Aura and Equipment spells as though they had flash.Whenever an Equipment enters the battlefield under your control, you may attach it to target creature you control.",,https://scryfall.com/card/sir/43/sigardas-aid
72,3.0,Rumor Gatherer,U,Creature,0.35,0.11,0.18,0.07,0.03,0.1,58318.0,3.8,{1}{W}{W},"Alliance— Whenever another creature enters the battlefield under your control, scry 1. If this is the second time this ability has resolved this turn, draw a card instead.",2/1,https://scryfall.com/card/clb/705/rumor-gatherer
73,3.0,"Danitha Capashen, Paragon",U,Creature,0.35,0.2,0.18,0.11,0.03,0.16,58142.0,3.8,{2}{W},"First strike, vigilance, lifelinkAura and Equipment spells you cast cost{1}less to cast.",2/2,https://scryfall.com/card/woc/64/danitha-capashen-paragon
74,5.0,"Kenrith, the Returned King",R,Creature,0.99,1.0,1.1,1.21,0.04,1.24,8687.0,3.8,{4}{W},{R}: All creatures gain trample and haste until end of turn.{1}{G}: Put a +1/+1 counter on target creature.{2}{W}: Target player gains 5 life.{3}{U}: Target player draws a card.{4}{B}: Put target creature card from a graveyard onto the battlefield under its owner’s control.,5/5,https://scryfall.com/card/ltc/515/kenrith-the-returned-king
75,4.0,Windborn Muse,R,Creature,0.69,0.24,0.55,0.2,0.02,0.84,57532.0,3.8,{3}{W},FlyingCreatures can’t attack you unless their controller pays{2}for each creature they control that’s attacking you.,2/3,https://scryfall.com/card/onc/91/windborn-muse
76,4.0,Archon of Sun's Grace,R,Creature,0.49,0.3,0.73,0.19,0.02,0.27,57012.0,3.8,{2}{W}{W},"Flying, lifelinkPegasus creatures you control have lifelink.Constellation— Whenever an enchantment enters the battlefield under your control, create a 2/2 white Pegasus creature token with flying.",3/4,https://scryfall.com/card/woc/61/archon-of-suns-grace
77,5.0,Sigil of the Empty Throne,R,Enchantment,1.29,0.73,1.1,0.32,0.02,0.4,56740.0,3.7,{3}{W}{W},"Whenever you cast an enchantment spell, create a 4/4 white Angel creature token with flying.",,https://scryfall.com/card/cmm/836/sigil-of-the-empty-throne
78,3.0,"Heliod, Sun-Crowned",M,Creature,14.99,11.47,11.79,12.58,0.87,1.01,56451.0,3.7,{2}{W},"IndestructibleAs long as your devotion to white is less than five, Heliod isn’t a creature.Whenever you gain life, put a +1/+1 counter on target creature or enchantment you control.{1}{W}: Another target creature gains lifelink until end of turn.",5/5,https://scryfall.com/card/cmm/29/heliod-sun-crowned
79,2.0,Suture Priest,C,Creature,1.79,0.71,1.84,1.2,0.01,0.36,56193.0,3.7,{1}{W},"Whenever another creature enters the battlefield under your control, you may gain 1 life.Whenever a creature enters the battlefield under an opponent’s control, you may have that player lose 1 life.",1/1,https://scryfall.com/card/moc/210/suture-priest
80,3.0,Call the Coppercoats,R,Instant,1.29,0.48,0.73,0.52,1.98,0.21,56189.0,3.7,{2}{W},"Strive— This spell costs{1}{W}more to cast for each target beyond the first.Choose any number of target opponents. Create X 1/1 white Human Soldier creature tokens, where X is the number of creatures those opponents control.",,https://scryfall.com/card/onc/60/call-the-coppercoats
81,4.0,"Mangara, the Diplomat",R,Creature,2.29,1.48,2.2,1.88,0.12,0.37,55477.0,3.7,{3}{W},"LifelinkWhenever an opponent attacks with creatures, if two or more of those creatures are attacking you and/or planeswalkers you control, draw a card.Whenever an opponent casts their second spell each turn, draw a card.",2/4,https://scryfall.com/card/cmm/42/mangara-the-diplomat
82,1.0,Weathered Wayfarer,R,Creature,1.79,0.99,1.84,0.46,0.02,0.15,54982.0,3.6,{W},"{W},{T}: Search your library for a land card, reveal it, put it into your hand, then shuffle. Activate only if an opponent controls more lands than you.",1/1,https://scryfall.com/card/ltc/183/weathered-wayfarer
83,2.0,Spirited Companion,C,Creature,0.69,0.2,0.55,0.21,0.01,0.1,54460.0,3.6,{1}{W},"When Spirited Companion enters the battlefield, draw a card.",1/1,https://scryfall.com/card/cmm/838/spirited-companion
84,2.0,"Thalia, Guardian of Thraben",R,Creature,0.99,0.32,0.73,0.66,0.11,1.11,53600.0,3.5,{1}{W},First strikeNoncreature spells cost{1}more to cast.,2/1,https://scryfall.com/card/mul/7/thalia-guardian-of-thraben
85,3.0,"Thalia, Heretic Cathar",R,Creature,5.49,3.8,5.52,3.85,0.02,1.23,52933.0,3.5,{2}{W},First strikeCreatures and nonbasic lands your opponents control enter the battlefield tapped.,3/2,https://scryfall.com/card/sir/49/thalia-heretic-cathar
86,1.0,Soul's Attendant,C,Creature,1.49,3.09,2.94,1.2,0.03,0.25,52884.0,3.5,{W},"Whenever another creature enters the battlefield, you may gain 1 life.",1/1,https://scryfall.com/card/ltc/520/souls-attendant
87,3.0,Archon of Emeria,R,Creature,2.49,1.94,2.57,1.78,2.58,1.52,52342.0,3.4,{2}{W},FlyingEach player can’t cast more than one spell each turn.Nonbasic lands your opponents control enter the battlefield tapped.,2/3,https://scryfall.com/card/znr/4/archon-of-emeria
88,5.0,Fumigate,R,Sorcery,0.69,0.36,0.55,0.29,0.02,0.4,51968.0,3.4,{3}{W}{W},Destroy all creatures. You gain 1 life for each creature destroyed this way.,,https://scryfall.com/card/ltc/170/fumigate
89,1.0,Ethereal Armor,C,Enchantment,0.49,0.31,0.55,0.41,0.03,0.3,51632.0,3.4,{W},Enchant creatureEnchanted creature gets +1/+1 for each enchantment you control and has first strike.,,https://scryfall.com/card/woc/67/ethereal-armor
90,2.0,Puresteel Paladin,R,Creature,2.49,1.78,2.94,3.03,0.67,0.46,51536.0,3.4,{W}{W},"Whenever an Equipment enters the battlefield under your control, you may draw a card.Metalcraft— Equipment you control have equip{0}as long as you control three or more artifacts.",2/2,https://scryfall.com/card/cmm/51/puresteel-paladin
91,2.0,Wall of Omens,U,Creature,0.49,0.25,0.55,0.07,0.03,0.05,51384.0,3.4,{1}{W},"DefenderWhen Wall of Omens enters the battlefield, draw a card.",0/4,https://scryfall.com/card/2x2/33/wall-of-omens
92,3.0,Aura of Silence,U,Enchantment,4.99,3.88,5.15,1.0,0.03,1.15,51162.0,3.4,{1}{W}{W},Artifact and enchantment spells your opponents cast cost{2}more to cast.Sacrifice Aura of Silence: Destroy target artifact or enchantment.,,https://scryfall.com/card/mb1/29/aura-of-silence
93,5.0,Urza's Ruinous Blast,R,Sorcery,0.49,0.17,0.26,0.17,0.02,0.72,50909.0,3.4,{4}{W},(You may cast a legendary sorcery only if you control a legendary creature or planeswalker.)Exile all nonland permanents that aren’t legendary.,,https://scryfall.com/card/cmm/842/urzas-ruinous-blast
94,1.0,Deafening Silence,U,Enchantment,1.29,1.17,0.73,0.91,0.03,1.51,50689.0,3.3,{W},Each player can’t cast more than one noncreature spell each turn.,,https://scryfall.com/card/sld/1219/deafening-silence
